Gene	logFC	padj.value
DSTNP2	0.121	0.454663
DSTYK	-0.00497	1
DTD1	0.0208	0.972555
DTD2	-0.185	0.110379
DTHD1	-0.00038	0.842939
DTL	-0.0486	0.786707
DTNA	-1.33E-14	1
DTNB	0.000931	1
DTNBP1	0.239	0.065642
DTWD1	-0.136	0.176543
DTWD2	0.00481	1
DTX1	0.0593	0.52232
DTX2	0.299	0.059144
DTX2P1-UPK3BP1-PMS2P11	-0.0311	0.581189
DTX3	-1.33E-14	1
DTX3L	0.102	0.660052
DTX4	-0.202	0.205975
DTYMK	-0.00916	1
DUBR	0.00189	0.468994
DUOX1	-0.00148	0.832319
DUOX2	-0.00398	0.921655
DUOXA1	0.00587	1
DUOXA2	-0.00984	0.905702
DUS1L	-0.0728	0.801292
DUS2	-0.0418	0.838849
DUS3L	0.00503	1
DUS4L	-0.0862	0.103589
DUSP1	0.0238	1
DUSP10	0.00124	1
DUSP11	-0.149	0.072077
DUSP12	-0.226	0.203076
DUSP13	0.09	0.783605
DUSP14	0.0487	0.707559
DUSP15	-0.00393	1
DUSP16	0.118	0.167445
DUSP18	0.0666	0.711447
DUSP19	-0.0000628	0.988866
DUSP2	0.137	0.435013
DUSP21	-0.00153	0.741607
DUSP22	0.122	0.225061
DUSP23	0.0445	0.844508
DUSP26	0.0236	0.684718
DUSP27	-0.0128	0.735874
DUSP28	-0.0954	0.67449
DUSP3	0.277	0.129077
DUSP4	0.0418	0.490415
DUSP5	-0.106	0.823211
DUSP6	-0.063	0.920097
DUSP7	-0.0444	0.639782
DUSP8	-0.0178	0.928289
DUSP9	0.0199	0.24076
DUT	-0.316	0.099427
DVL1	-0.0349	0.924306
DVL2	-0.0313	0.833766
DVL3	0.179	0.210539
DXO	0.0777	0.186007
DYDC1	-0.000752	0.846541
DYDC2	-0.00066	0.904463
DYM	0.0186	1
DYNC1H1	0.0132	0.554985
DYNC1I1	0.00275	0.839585
DYNC1LI1	-0.187	0.110795
DYNC1LI2	-0.062	0.740009
DYNC2H1	-1.33E-14	1
DYNC2LI1	-0.00131	0.695961
DYNLL1	-0.0888	0.739311
DYNLL2	0.1	0.65221
DYNLRB1	0.0516	0.726258
DYNLRB2	-0.000215	0.868346
DYNLT1	-0.0429	0.842939
DYNLT3	-0.467	0.069154
DYRK1A	-0.00626	0.921174
DYRK1B	-0.00772	1
DYRK2	-0.254	0.407612
DYRK3	0.00941	1
DYRK4	-0.032	0.936236
DYSF	0.407	0.020114
DYX1C1	-0.000287	1
DZANK1	0.00135	0.81362
DZIP1	-0.0000234	1
DZIP1L	-0.0136	0.996065
DZIP3	-0.298	0.065642
E2F1	0.0487	0.176018
E2F2	0.0386	0.995651
E2F3	-0.014	1
E2F4	0.00104	1
E2F5	-0.229	0.09229
E2F7	-0.00431	0.801416
E2F8	-0.0204	0.926338
E4F1	0.0518	0.725169
EAF1	-0.0481	0.864192
EAF2	-0.208	0.34609
EAPP	-0.0287	0.885167
EARS2	0.00659	0.839585
EBAG9	-0.459	0.035886
EBF1	-0.204	0.229895
EBF2	0.00389	0.663772
EBF3	-1.33E-14	1
EBF4	-0.00456	0.90873
EBI3	-0.0312	0.701542
EBLN2	0.326	0.120705
EBLN3	-0.374	0.026724
EBNA1BP2	-0.145	0.73832
EBP	-0.0767	0.789857
ECD	-0.00649	1
ECE1	0.307	0.043132
ECE2	0.00193	0.637331
ECEL1	-0.00698	0.806279
ECH1	-0.112	0.706695
ECHDC1	-0.343	0.053845
ECHDC2	-0.0945	0.701306
ECHDC3	-0.153	0.930009
ECHS1	-0.0429	0.974205
ECI1	-0.125	0.694504
ECI2	-0.142	0.776527
ECM1	-0.007	0.849018
ECM2	-1.33E-14	1
ECSCR	0.0028	0.516354
ECSIT	-0.0401	0.963227
ECT2	0.0838	0.534226
EDA	-0.00012	0.918217
EDA2R	0.0386	0.775635
EDAR	-0.0505	0.629539
EDARADD	0.0000796	1
EDC3	0.0532	0.351226
EDC4	-0.0053	1
EDDM3A	-1.33E-14	1
EDDM3B	0.00172	0.760638
EDEM1	-0.102	0.411494
EDEM2	0.191	0.086729
EDEM3	-0.0909	0.724828
EDF1	-0.0847	0.73305
EDIL3	-0.000558	0.788205
EDN1	-0.00513	0.811377
EDN2	-0.0117	0.935324
EDN3	-1.33E-14	1
EDNRA	-1.33E-14	1
EDNRB	0.00011	0.909514
EDNRB-AS1	0.00315	0.322954
EDRF1	-0.188	0.140721
EEA1	0.00159	1
EED	-0.15	0.240472
EEF1A1	-0.195	0.571599
EEF1A2	-0.00197	1
EEF1AKMT1	-0.0704	0.769893
EEF1D	-0.0976	0.742731
EEF1E1	-0.592	0.121908
EEF2	-0.149	0.360115
EEF2K	-0.0898	0.705815
EEFSEC	0.0756	0.481206
EEPD1	-0.00621	1
EFCAB1	0.0000354	1
EFCAB11	-0.00119	1
EFCAB12	-0.0291	0.819576
EFCAB13	-1.33E-14	1
EFCAB14	-0.0209	0.928779
EFCAB2	0.109	0.77463
EFCAB5	-1.33E-14	1
EFCAB6	-1.33E-14	1
EFCAB7	-0.182	0.465689
EFCC1	-0.0015	0.730195
EFEMP1	-0.000123	1
EFEMP2	0.0344	0.701539
EFHB	-0.000308	0.785155
EFHC1	-0.144	0.238647
EFHC2	0.0232	0.988171
EFHD1	-1.33E-14	1
EFHD2	0.213	0.066509
EFL1	-0.0513	0.882127
EFNA1	0.321	0.059144
EFNA2	0.00298	0.849018
EFNA3	-0.0269	0.748804
EFNA4	-0.0539	0.654741
EFNA5	0.00261	0.629539
EFNB1	0.00187	1
EFNB2	-0.00124	0.692661
EFNB3	-1.33E-14	1
EFR3A	-0.248	0.207033
EFR3B	0.000881	0.525535
EFS	0.00423	0.287238
EFTUD2	0.0316	0.944971
EGF	0.116	0.692049
EGFEM1P	0.000835	0.558884
EGFL6	-1.33E-14	1
EGFL7	0.0777	0.786887
EGFL8	0.0368	0.419082
EGFLAM	-1.33E-14	1
EGFLAM-AS2	0.00781	0.264872
EGFR	-1.33E-14	1
EGLN1	-0.0157	1
EGLN2	0.0942	0.651026
EGLN3	0.00816	0.275778
EGOT	-1.33E-14	1
EGR1	0.00854	0.45207
EGR2	-0.00207	0.746798
EGR3	-0.00576	0.827674
EGR4	-0.0283	0.73575
EHBP1	-0.0809	0.203746
EHBP1L1	0.309	0.017824
EHD1	0.271	0.020542
EHD2	0.0041	0.949416
EHD3	0.32	0.313299
EHD4	-0.015	1
EHF	-1.33E-14	1
EHHADH	0.0111	0.821433
EHMT1	-0.00827	0.871683
EHMT1-IT1	-1.33E-14	1
EHMT2	0.04	0.832319
EI24	-0.178	0.450938
EID1	-0.313	0.099965
EID2	-0.349	0.130591
EID2B	-0.0512	0.558346
EID3	-0.211	0.160273
EIF1	-0.0472	0.871094
EIF1AD	0.0822	0.489448
EIF1AX	-0.436	0.10006
EIF1AY	-0.00221	0.767221
EIF1B	-0.0134	1
EIF1B-AS1	0.0221	0.648071
EIF2A	-0.454	0.056913
EIF2AK1	0.0605	0.897077
EIF2AK2	0.119	0.768406
EIF2AK3	-0.302	0.194781
EIF2AK4	-0.173	0.655599
EIF2B1	-0.124	0.657523
EIF2B2	-0.00218	1
EIF2B3	0.00812	1
EIF2B4	-0.0272	0.969338
EIF2B5	-0.0665	0.841303
EIF2D	-0.214	0.353156
EIF2S1	-0.135	0.615903
EIF2S2	0.00435	1
EIF2S3	-0.0842	0.69298
EIF3A	-0.17	0.407843
EIF3B	-0.12	0.69374
EIF3D	-0.118	0.546164
EIF3E	-0.466	0.059522
EIF3G	-0.154	0.552681
EIF3H	-0.227	0.250909
EIF3I	-0.154	0.539967
EIF3J	-0.252	0.220193
EIF3J-AS1	-0.0978	0.094409
EIF3K	-0.106	0.57911
EIF3L	-0.207	0.398936
EIF3M	-0.318	0.123531
EIF4A2	-0.434	0.020741
EIF4A3	0.0653	0.786887
EIF4E	-0.085	0.198453
EIF4E2	0.11	0.457928
EIF4E3	0.1	0.614103
EIF4EBP1	0.0837	0.737586
EIF4EBP2	-0.00129	1
EIF4ENIF1	-0.00363	1
EIF4G1	0.102	0.48521
EIF4G2	-0.0932	0.351244
EIF4G3	0.0407	0.852514
EIF5	-0.142	0.146646
EIF5A	-0.186	0.764718
EIF5A2	-0.0516	0.699486
EIF5B	-0.0766	0.809322
EIF6	0.0931	0.49636
ELAC1	-0.0369	0.752977
ELAC2	0.0105	1
ELANE	0.00687	1
ELAVL1	-0.0785	0.247105
ELAVL2	-0.0000167	1
ELAVL3	0.00179	0.327564
ELAVL4	0.00017	0.871094
ELF1	-0.121	0.552722
ELF2	-0.0701	0.818951
ELF3	0.00275	0.524004
ELF4	0.142	0.277437
ELF5	0.0000199	1
ELFN1	-0.0111	0.726772
ELFN2	-1.33E-14	1
ELK1	0.00524	0.994893
ELK3	0.00827	0.788149
ELK4	-0.0000332	1
ELL	0.21	0.400237
ELL2	-0.152	0.516006
ELL3	-0.0203	0.744521
ELMO1	0.0628	0.879097
ELMO2	0.0323	0.994362
ELMO3	0.0478	0.569088
ELMOD1	0.0000351	1
ELMOD2	-0.284	0.288472
ELMOD3	0.0332	0.612891
ELMSAN1	-0.0748	0.408945
ELN	0.00357	0.398936
ELOF1	-0.066	0.86829
ELOVL1	0.11	0.193631
ELOVL2	-0.0000252	1
ELOVL2-AS1	0.00313	0.553754
ELOVL3	-0.00609	0.802545
ELOVL4	0.0103	0.871094
ELOVL5	-0.147	0.211076
ELOVL6	0.0905	0.64671
ELOVL7	0.335	0.491947
ELP2	-0.253	0.37132
ELP3	0.03	0.990866
ELP4	-0.133	0.426771
ELP5	-0.0663	0.796941
ELP6	-0.0847	0.435399
ELSPBP1	0.042	0.28373
EMB	-0.131	0.818951
EMC1	-0.0112	0.791244
EMC10	0.0589	0.792868
EMC2	-0.163	0.612381
EMC3	-0.0259	0.98734
EMC3-AS1	0.145	0.222039
EMC4	-0.118	0.392527
EMC6	-0.103	0.583755
EMC7	-0.00703	1
EMC8	-0.0264	0.926535
EMC9	-0.0237	0.921693
EMCN	-1.33E-14	1
EMD	0.166	0.061795
EME1	0.0332	0.777278
EMG1	-0.249	0.40563
EMID1	0.0622	0.751279
EMILIN1	-0.00637	0.930787
EMILIN2	0.63	0.011704
EMILIN3	-0.00206	1
EML1	-1.33E-14	1
EML2	0.000289	1
EML2-AS1	0.00766	0.927141
EML3	0.137	0.38827
EML4	-0.172	0.322954
EML5	0.00191	0.491081
EML6	-0.000701	0.832319
EMP1	0.00562	0.559969
EMP2	-1.33E-14	1
EMP3	0.00812	1
EMSY	0.0207	0.793785
EMX1	0.049	0.125439
EMX2	-0.00017	0.892343
EMX2OS	-0.00715	0.855561
EN1	-0.00484	0.84234
EN2	-0.00564	0.832319
ENAH	-1.33E-14	1
ENAM	-0.000561	0.704293
ENC1	0.0442	0.955474
ENDOD1	0.144	0.737586
ENDOG	-0.076	0.868346
ENDOU	-0.00116	0.922095
ENDOV	-0.00245	1
ENG	0.00209	1
ENGASE	-0.124	0.168083
ENHO	0.0378	0.769705
ENKD1	-0.0376	0.953809
ENKUR	0.0173	0.923844
ENO1	0.217	0.233045
ENO1-AS1	-0.206	0.241272
ENO2	-0.0679	0.856052
ENO3	0.0256	0.497515
ENOPH1	-0.484	0.034425
ENOSF1	-0.291	0.179417
ENOX1	0.00263	0.648746
ENOX2	-0.0695	0.102481
ENPEP	-1.33E-14	1
ENPP1	-1.33E-14	1
ENPP2	0.0036	1
ENPP3	-0.00000323	1
ENPP4	-0.247	0.423629
ENPP5	-0.0258	0.932124
ENPP6	-0.0000105	1
ENPP7	0.137	0.555791
ENSA	-0.00939	0.991735
ENTHD1	-0.000197	0.879158
ENTHD2	-0.0146	0.97728
ENTPD1	0.0701	0.832479
ENTPD2	-0.000000452	1
ENTPD3	-0.000647	0.748742
ENTPD4	0.188	0.226691
ENTPD5	0.237	0.231722
ENTPD6	-0.0209	1
ENTPD7	0.658	0.002042
ENY2	-0.175	0.151984
EOGT	-0.105	0.379061
EOMES	0.0317	1
EP300	-0.0295	0.968667
EP400	0.00867	0.898466
EPAS1	0.138	0.618361
EPB41	-0.0853	0.856822
EPB41L1	0.00154	0.498488
EPB41L2	-0.0364	0.381142
EPB41L3	-0.0178	1
EPB41L4A	0.000782	0.535145
EPB41L4A-AS1	-0.297	0.135333
EPB41L4A-AS2	0.00286	0.863185
EPB41L4B	-1.33E-14	1
EPB41L5	-0.00135	0.832319
EPB42	-0.0552	0.949329
EPC1	0.0851	0.438311
EPC2	-0.206	0.069454
EPCAM	-0.0411	0.710985
EPDR1	-0.00144	0.842322
EPG5	0.0681	0.632477
EPHA1	0.0886	0.628846
EPHA10	0.000843	0.529268
EPHA2	-0.00153	0.903345
EPHA3	-1.33E-14	1
EPHA4	-0.0105	0.501288
EPHA5	-0.0000157	1
EPHA5-AS1	0.0442	0.378246
EPHA6	-1.33E-14	1
EPHA7	-1.33E-14	1
EPHA8	0.0119	0.78613
EPHB1	-0.0228	0.94559
EPHB2	0.00238	0.921162
EPHB3	-0.000908	0.626728
EPHB4	0.422	0.097074
EPHB6	0.00847	1
EPHX1	-0.0069	1
EPHX2	-0.211	0.531803
EPHX3	0.0017	0.976385
EPHX4	-0.00156	0.904599
EPM2A	-0.0169	0.888074
EPM2AIP1	-0.246	0.151186
EPN1	0.191	0.332475
EPN2	0.13	0.276672
EPN3	0.00513	0.863812
EPO	-0.0129	0.871025
EPOR	0.000791	1
EPPIN	-1.33E-14	1
EPRS	-0.0842	0.523087
EPS15	-0.126	0.287238
EPS15L1	0.193	0.35978
EPS8	-0.135	0.173175
EPS8L1	-1.33E-14	1
EPS8L2	-0.0047	0.832808
EPS8L3	-0.00629	1
EPSTI1	-0.17	0.866597
EPT1	-0.0197	0.373099
EPX	0.0439	0.516585
EPYC	-0.00098	0.787282
EQTN	-1.33E-14	1
ERAL1	-0.065	0.81849
ERAP1	0.00385	1
ERAP2	-0.0695	0.976464
ERBB2	-0.00429	0.718749
ERBB3	-1.33E-14	1
ERBB4	-1.33E-14	1
ERBIN	-0.283	0.073019
ERC1	0.00865	0.376633
ERC2	0.00111	0.398577
ERC2-IT1	0.077	0.077816
ERCC1	-0.0455	0.856822
ERCC2	0.0343	0.771441
ERCC3	-0.134	0.223485
ERCC4	-0.0351	0.640511
ERCC5	-0.121	0.641696
ERCC6	-0.00592	0.91482
ERCC6L	-0.0185	0.871094
ERCC6L2	0.0166	0.458739
ERCC8	-0.0324	0.771458
EREG	0.0664	0.126489
ERF	0.273	0.349485
ERG	-0.0277	0.774365
ERGIC1	0.0769	0.919333
ERGIC2	-0.148	0.546164
ERGIC3	-0.102	0.577261
ERH	-0.166	0.537079
ERI1	0.362	0.037947
ERI2	0.00246	0.632477
ERI3	0.0341	0.787778
ERICH1	-0.0264	0.965425
ERICH3	0.000885	0.525224
ERICH4	0.018	0.674482
ERICH5	0.00166	0.907439
ERICH6	-0.000267	1
ERLEC1	-0.243	0.168083
ERLIN1	0.0374	1
ERLIN2	-0.0232	0.971773
ERMAP	0.0509	0.827095
ERMARD	-0.164	0.332188
ERMN	-0.0452	0.955545
ERMP1	-0.195	0.132161
ERN1	-0.013	0.853309
ERN2	0.0755	0.301856
ERO1A	0.0295	1
ERO1B	-0.247	0.249291
ERP27	-0.0754	0.816472
ERP29	-0.196	0.271531
ERP44	-0.0316	0.80074
ERRFI1	-1.33E-14	1
ERVFRD-1	-0.00157	0.884399
ERVMER34-1	-1.33E-14	1
ERVV-1	0.0399	0.390928
ERVW-1	-0.00141	0.91653
ESAM	0.215	0.55619
ESCO1	-0.0945	0.137465
ESCO2	-0.00027	0.825144
ESD	-0.125	0.639782
ESF1	-0.0415	0.347119
ESM1	0.00474	0.910994
ESPL1	-0.036	0.651026
ESPN	0.0639	0.96458
ESPNL	-0.00757	0.803312
ESR1	-1.33E-14	1
ESR2	-0.00137	0.906249
ESRG	-0.135	0.832319
ESRP1	-1.33E-14	1
ESRP2	-0.0153	0.724096
ESRRA	0.0166	0.957863
ESRRB	-0.000287	0.814538
ESRRG	-1.33E-14	1
ESX1	0.00683	0.834889
ESYT1	-0.0113	1
ESYT2	-0.125	0.462387
ESYT3	-1.33E-14	1
ETAA1	-0.446	0.054203
ETF1	0.0116	0.975884
ETFA	-0.145	0.376145
ETFB	0.0428	0.907352
ETFBKMT	-0.00156	0.993078
ETFDH	-0.0398	0.835721
ETHE1	-0.072	0.90017
ETNK1	-0.16	0.314008
ETNK2	-0.000953	0.786887
ETNPPL	0.00195	0.264926
ETS1	-0.19	0.220232
ETS2	0.294	0.206143
ETV1	-1.33E-14	1
ETV2	0.0053	1
ETV3	-0.0308	0.86184
ETV4	0.0211	0.508272
ETV5	0.0289	0.487346
ETV6	0.263	0.058323
ETV7	0.0924	0.91556
EVA1A	0.00291	0.490415
EVA1B	0.105	0.370484
EVA1C	-0.0498	0.83183
EVC	-0.00017	0.892343
EVC2	0.0012	0.506444
EVI2A	-0.454	0.07358
EVI2B	-0.117	0.058638
EVI5	-0.0103	0.922214
EVI5L	0.00349	0.964787
EVL	-0.204	0.491081
EVPL	-0.023	0.816441
EVX1	-0.000231	1
EWSAT1	0.00000907	1
EWSR1	-0.0182	0.858876
EXD1	0.000965	0.970489
EXD2	0.00519	0.618361
EXD3	0.00886	0.583686
EXO1	0.0311	0.513076
EXO5	-0.0819	0.629539
EXOC1	-0.27	0.072645
EXOC2	-0.0764	0.835101
EXOC3	0.141	0.216545
EXOC3-AS1	0.0143	0.691574
EXOC3L1	-0.0163	0.936381
EXOC3L2	0.239	0.14847
EXOC3L4	-0.00742	0.884251
EXOC4	0.0404	0.829437
EXOC5	-0.283	0.194353
EXOC6	-0.0416	0.987335
EXOC7	0.0974	0.146646
EXOC8	-0.271	0.233045
EXOG	-0.00512	0.903497
EXOSC1	-0.0543	0.832617
EXOSC10	-0.0388	0.961434
EXOSC2	-0.0685	0.632024
EXOSC3	-0.111	0.192954
EXOSC4	0.549	0.000735
EXOSC5	-0.0798	0.796152
EXOSC6	0.0639	0.618311
EXOSC7	-0.0633	0.525535
EXOSC8	-0.373	0.059457
EXOSC9	-0.201	0.312978
EXPH5	0.00966	0.566592
EXT1	0.411	0.031089
EXT2	0.00774	1
EXTL1	-0.0198	0.927423
EXTL2	-0.0864	0.398374
EXTL3	0.199	0.425547
EYA1	0.00839	0.660205
EYA2	-0.000328	0.751279
EYA3	-0.00579	0.791145
EYA4	-0.00132	0.832319
EYS	0.0000097	1
EZH1	-0.0212	0.941413
EZH2	-0.0701	0.777349
EZR	-0.0207	1
F10	-0.00663	0.921162
F11	0.00178	1
F11-AS1	-0.000583	1
F11R	0.174	0.264741
F12	0.0852	0.693435
F13A1	0.319	0.119088
F13B	-0.000564	0.83467
F2	-0.00454	0.863144
F2R	0.0876	0.832319
F2RL1	-0.177	0.693094
F2RL2	0.0024	0.491224
F3	0.00523	0.971833
F5	0.464	0.050325
F7	0.0306	0.675288
F8	0.316	0.140655
F9	-1.33E-14	1
FA2H	-1.33E-14	1
FAAH	-0.0492	0.598168
FAAH2	-0.0293	0.581352
FAAP100	-0.00733	0.938258
FAAP20	0.0283	0.740346
FAAP24	-0.0341	0.919465
FABP1	-0.00288	0.661653
FABP2	0.0116	0.581974
FABP3	0.000458	0.618361
FABP4	0.000494	0.801901
FABP6	0.0215	0.304176
FABP7	0.00533	0.545433
FADD	0.0387	0.964468
FADS1	0.0987	0.598168
FADS2	0.0311	0.838033
FADS3	-0.00725	1
FAF1	0.0021	1
FAF2	0.0462	0.559759
FAH	-0.153	0.591603
FAHD1	-0.137	0.525561
FAHD2A	-0.0695	0.867967
FAIM	-0.158	0.452486
FAIM2	-1.33E-14	1
FAM101A	-0.000702	0.972943
FAM101B	-0.0775	0.804303
FAM102A	-0.222	0.399172
FAM102B	-0.155	0.598097
FAM104A	-0.0435	0.952182
FAM104B	-0.0221	1
FAM105A	0.0262	0.997274
FAM107A	-0.00191	1
FAM107B	-0.193	0.110379
FAM109A	0.0992	0.553623
FAM109B	0.0185	0.729973
FAM110A	0.247	0.207339
FAM110B	0.116	0.159774
FAM110C	0.00091	0.522745
FAM110D	0.00237	0.980574
FAM111A	-0.321	0.065495
FAM111B	-1.33E-14	1
FAM114A1	0.0233	0.390816
FAM114A2	-0.0379	0.83467
FAM117A	-0.0854	0.794871
FAM117B	-0.102	0.333226
FAM118A	-0.141	0.769913
FAM118B	0.041	0.844851
FAM120A	-0.126	0.091503
FAM120AOS	-0.00331	1
FAM120B	0.167	0.241272
FAM120C	-0.00808	0.896533
FAM122A	-0.0624	0.801292
FAM122B	-0.458	0.023878
FAM122C	-0.00916	0.768309
FAM124A	-0.0127	0.876981
FAM124B	0.00189	1
FAM126A	-0.00187	0.637739
FAM126B	0.0201	1
FAM127A	0.118	0.447316
FAM127B	0.0141	0.961855
FAM129A	0.32	0.049719
FAM129B	0.252	0.039891
FAM129C	-0.128	0.373248
FAM131A	0.104	0.41702
FAM131B	0.00403	0.921162
FAM132A	0.0142	0.910213
FAM132B	0.207	0.884251
FAM133A	0.00028	0.7321
FAM134A	0.0658	0.748293
FAM134B	-0.127	0.585013
FAM134C	0.144	0.164835
FAM135A	-0.273	0.192173
FAM135B	-0.00471	0.785123
FAM136A	-0.191	0.322954
FAM13A	-0.0535	0.717328
FAM13A-AS1	0.0493	0.920097
FAM13B	-0.236	0.114363
FAM13C	0.00017	1
FAM149A	-0.00165	0.8347
FAM149B1	-0.152	0.126078
FAM150B	-0.00279	0.833787
FAM151A	-0.0000034	1
FAM155A	-1.33E-14	1
FAM155B	0.0138	0.739201
FAM159A	0.0261	1
FAM160A1	0.00284	0.603275
FAM160A2	0.108	0.681182
FAM160B1	0.0218	0.953946
FAM160B2	-0.0487	0.615213
FAM161A	-0.00000169	1
FAM162A	-0.28	0.291484
FAM162B	-0.00847	0.830115
FAM163A	-0.000687	1
FAM166B	0.00307	0.920097
FAM167A	0.0135	0.959355
FAM167A-AS1	-0.00672	0.729732
FAM167B	0.0228	0.050377
FAM168B	0.0192	0.921162
FAM169A	-0.142	0.366965
FAM169B	-0.00181	1
FAM170A	-0.00302	1
FAM170B	-0.00176	0.786804
FAM170B-AS1	-1.33E-14	1
FAM171A1	-0.109	0.779971
FAM171A2	-0.00949	0.760139
FAM171B	-0.00198	0.818951
FAM172A	0.0514	0.876886
FAM173A	-0.0582	0.883717
FAM173B	-0.123	0.219974
FAM174A	-0.21	0.263964
FAM174B	-0.00306	0.972683
FAM175A	-0.4	0.082294
FAM175B	-0.166	0.390576
FAM177A1	0.0864	0.827095
FAM178B	0.15	0.415697
FAM179A	0.0185	0.918815
FAM179B	-0.396	0.088059
FAM181A	-1.33E-14	1
FAM181A-AS1	-0.00192	0.692701
FAM181B	0.000494	1
FAM182B	0.466	0.263822
FAM183CP	-0.0049	0.832319
FAM184A	0.00397	0.482225
FAM184B	-0.0000357	1
FAM185A	-0.0136	0.70097
FAM186A	-0.0273	0.818951
FAM186B	-0.131	0.267986
FAM187B	-1.33E-14	1
FAM188A	-0.0605	0.635012
FAM188B	-0.0034	1
FAM189A1	0.00233	0.976081
FAM189A2	0.0168	0.76316
FAM189B	0.059	0.134609
FAM192A	0.0267	0.834272
FAM193A	0.148	0.393225
FAM193B	0.0583	0.763628
FAM195A	-0.0242	0.953585
FAM195B	0.0327	0.899206
FAM196A	-0.000306	1
FAM198A	-0.000619	0.833236
FAM198B	-0.148	0.818951
FAM199X	-0.0177	1
FAM19A1	-0.309	0.076797
FAM19A2	-0.0545	0.780242
FAM19A4	0.000864	0.645707
FAM19A5	-1.33E-14	1
FAM200A	-0.0196	0.976366
FAM200B	-0.0644	0.834635
FAM201A	-0.00167	0.859007
FAM204A	-0.146	0.149915
FAM205A	-1.33E-14	1
FAM205BP	-0.000648	0.849018
FAM206A	0.0317	0.898024
FAM207A	0.0318	0.868157
FAM208A	-0.219	0.189332
FAM208B	-0.0889	0.253494
FAM209A	-0.162	0.639635
FAM209B	0.0988	0.473644
FAM20A	0.169	0.151869
FAM20B	-0.0401	0.958305
FAM20C	0.0522	0.886644
FAM210A	-0.0313	0.661653
FAM210B	-0.104	0.822146
FAM212A	0.0277	0.937825
FAM212B	0.053	0.930229
FAM212B-AS1	0.0516	0.741534
FAM213A	-0.0587	0.806832
FAM213B	0.00405	1
FAM214A	-0.531	0.005015
FAM214B	0.171	0.323806
FAM215A	-0.0088	0.788205
FAM216A	-0.342	0.02378
FAM216B	-0.00192	0.832319
FAM217A	0.00824	0.781867
FAM217B	0.0126	1
FAM218A	-0.00165	0.909514
FAM219A	0.0807	0.290392
FAM219B	-0.0337	0.70883
FAM220A	-0.316	0.060294
FAM221A	-0.209	0.050096
FAM221B	0.0268	0.336574
FAM222A	-0.00159	0.988261
FAM222A-AS1	0.0006	0.681195
FAM222B	0.233	0.054203
FAM225A	0.0285	0.615249
FAM227B	-0.000339	0.859362
FAM228A	0.0687	0.380594
FAM228B	0.137	0.580624
FAM229A	0.0325	0.796773
FAM229B	-0.0112	0.874389
FAM234A	0.0653	0.617144
FAM234B	0.0555	0.494907
FAM24A	0.000258	0.899893
FAM24B	-0.0731	0.503113
FAM26D	-0.0068	0.631208
FAM26E	0.0167	0.240299
FAM26F	-0.249	0.624211
FAM32A	-0.048	0.69374
FAM3A	0.0395	0.900359
FAM3B	0.0148	1
FAM3D	0.091	0.303182
FAM43A	-0.166	0.153337
FAM43B	0.00912	0.712537
FAM45BP	-0.0796	0.75757
FAM46A	-0.165	0.359507
FAM46B	-1.33E-14	1
FAM46C	-0.103	0.833787
FAM46D	-1.33E-14	1
FAM47A	0.026	0.402063
FAM47B	-0.00245	0.669139
FAM47C	0.0202	1
FAM49A	0.00554	1
FAM49B	-0.066	0.73305
FAM50A	0.0647	0.692767
FAM50B	-0.144	0.276831
FAM53A	-0.00957	1
FAM53B	0.0129	1
FAM53C	0.201	0.190765
FAM57A	-0.00248	0.582494
FAM57B	-0.001	1
FAM58A	-0.0176	0.999602
FAM63A	0.185	0.3673
FAM63B	0.0195	1
FAM64A	0.00322	1
FAM65A	0.0115	0.994835
FAM65B	-0.0522	0.850832
FAM65C	-0.0217	0.91653
FAM66C	0.000821	0.848039
FAM69A	-0.397	0.187308
FAM69B	0.0178	0.794045
FAM69C	-0.000927	0.817303
FAM71A	0.0953	0.332141
FAM71B	0.00269	1
FAM71C	-0.000425	0.840054
FAM71D	0.0108	0.880916
FAM71E1	-0.00145	1
FAM71E2	0.0000784	0.961947
FAM71F1	0.00889	1
FAM71F2	-0.00943	0.760831
FAM73A	-0.223	0.20798
FAM73B	-0.00761	1
FAM76A	-0.00209	0.511636
FAM76B	-0.405	0.060702
FAM78A	-0.149	0.425547
FAM81A	-1.33E-14	1
FAM81B	-0.00442	0.679006
FAM83A	0.138	0.321127
FAM83B	0.0079	0.553703
FAM83C	0.000101	1
FAM83D	0.00167	1
FAM83E	-0.00273	0.930391
FAM83F	0.00131	1
FAM83H	0.0265	0.13195
FAM84A	-1.33E-14	1
FAM84B	-0.0131	0.813977
FAM86B3P	-0.00264	0.72814
FAM89A	0.286	0.08959
FAM89B	0.131	0.326186
FAM8A1	-0.283	0.073807
FAM90A1	0.0296	0.64455
FAM91A1	-0.241	0.144396
FAM96A	-0.308	0.051521
FAM96B	-0.0946	0.70097
FAM98A	-0.154	0.562832
FAM98B	-0.0858	0.781938
FAM98C	0.0422	0.844321
FAM99B	0.116	0.644323
FAM9A	-0.00468	1
FAM9B	0.000123	1
FAM9C	0.00758	1
FAN1	-0.0288	0.773735
FANCA	-0.0479	0.801248
FANCB	-0.00000418	1
FANCC	0.0778	0.22609
FANCD2	0.0119	0.804311
FANCD2OS	-0.00389	1
FANCE	-0.044	0.640981
FANCF	-0.332	0.03533
FANCG	-0.0109	1
FANCI	-0.0301	0.745266
