Gene	Chim2012.logFC	Chim2012.padj
GALNTL6	-0.09896545	0.6158408
GALP	-0.1090301	0.58754
GALR1	-0.06374259	0.7735277
GALR2	0.12277226	0.6014527
GALR3	-0.06317129	0.8266307
GALT	0.38022652	0.1725482
GAMT	0.55277314	0.03538
GAN	-0.10511293	0.6331455
GANAB	-0.19220257	0.3443276
GANC	-0.08847571	0.650226
GAP43	-0.20132499	0.1587152
GAPDH	-0.47602996	0.3896785
GAPDHS	-0.06406479	0.7080166
GAPLINC	0.01259747	0.956813
GAPT	-0.02185836	0.9260166
GAPVD1	-0.68806028	0.0169983
GAR1	0.07000513	0.7452834
GAREM1	-0.13268466	0.4834347
GAREM2	-0.21802564	0.3886961
GARNL3	-0.11883473	0.6187167
GARS	-0.1194149	0.5370101
GART	-0.70076047	0.0009393
GAS1	-0.23156228	0.3042632
GAS1RR	0.11789346	0.7326774
GAS2	0.13757901	0.4285864
GAS2L1	0.763093	0.0005936
GAS2L2	0.08545771	0.6776288
GAS2L3	-1.27383357	0.0058993
GAS5	-0.11450262	0.6141585
GAS5-AS1	0.07976308	0.698112
GAS6	0.33232184	0.4819286
GAS6-AS1	-0.0449903	0.8441363
GAS7	0.38797016	0.2880637
GAS8	-0.14038439	0.6661264
GAS8-AS1	-0.04759693	0.8177307
GAST	0.01161576	0.9748541
GATA1	0.31394229	0.1537157
GATA2	0.48305329	0.176452
GATA2-AS1	0.1791668	0.4196342
GATA3	0.36193828	0.164159
GATA3-AS1	0.17939611	0.4685005
GATA4	-0.36661973	0.072029
GATA5	-0.03325772	0.8684237
GATA6	-0.96671333	0.0111681
GATA6-AS1	-0.1493298	0.588289
GATAD1	1.88072756	0.000047
GATAD2A	0.28899717	0.3086686
GATAD2B	-0.72270031	0.0059715
GATB	0.20397511	0.3922183
GATC	0.24933147	0.286408
GATM	-0.72946382	0.0191264
GATS	-0.24733295	0.3549397
GATSL2	-0.26614857	0.3483752
GATSL3	-0.16155405	0.531804
GBA2	-0.04430714	0.878004
GBA3	0.06620622	0.6911661
GBAP1	0.0641099	0.8829535
GBAS	0.40899305	0.1285679
GBAT2	-0.0126884	0.9647114
GBE1	-0.59410182	0.0388161
GBF1	-0.23155518	0.3384524
GBGT1	0.06140919	0.8694104
GBP1	-1.24850322	0.0380317
GBP1P1	0.13760462	0.3766779
GBP2	0.49808665	0.3337234
GBP3	0.04619276	0.9773451
GBP4	-0.22242956	0.3238199
GBP5	-0.14945117	0.6275668
GBP6	-0.35176864	0.0551667
GBX1	-0.23669376	0.341326
GBX2	-0.07269749	0.6983505
GC	-0.0092217	0.9681514
GCA	-0.18848562	0.7406471
GCAT	0.06444569	0.7560892
GCC1	0.26843052	0.1772124
GCC2	0.10868311	0.6446515
GCC2-AS1	-0.13088489	0.7413024
GCDH	0.15684347	0.404913
GCFC2	0.40780792	0.1237495
GCG	-0.09883795	0.5393981
GCGR	0.01371469	0.9646744
GCH1	-0.08164777	0.9024358
GCHFR	0.29010786	0.2366058
GCK	0.03056626	0.907856
GCKR	-0.11695829	0.6234602
GCLC	0.30847111	0.1034835
GCLM	1.30101012	0.0423682
GCM1	0.69943046	0.0008151
GCM2	-0.06055164	0.7643069
GCN1	0.29680653	0.3307856
GCNT1	-0.05947595	0.8234819
GCNT1P1	-0.01032715	0.9698334
GCNT2	-0.16075153	0.5223054
GCNT3	0.02002573	0.9351506
GCNT4	-0.13706846	0.6158186
GCNT7	-0.51707287	0.002908
GCSAM	0.06313062	0.7556202
GCSAML	0.04840375	0.8711183
GCSAML-AS1	-0.18730087	0.3802304
GDA	0.92742663	0.1202352
GDAP1	-0.13078761	0.3844328
GDAP1L1	-0.02335787	0.9182199
GDAP2	-1.80086899	0.0000402
GDE1	-0.78048113	0.1860351
GDF10	-0.03202839	0.8548497
GDF11	-0.21905351	0.2904243
GDF15	-0.51582096	0.4369417
GDF2	-0.16980209	0.5037571
GDF3	-0.10782332	0.4924847
GDF5	0.07499599	0.6953533
GDF7	0.42333732	0.2286552
GDF9	-0.02954555	0.927869
GDI1	0.2731307	0.192835
GDI2	-1.22884722	0.0035695
GDNF	-0.61376327	0.0533113
GDPD1	0.77229347	0.0808828
GDPD2	-0.20928841	0.4237739
GDPD3	-0.12598677	0.7337431
GDPD5	0.40911178	0.1973542
GDPGP1	-0.13563538	0.4773765
GEM	0.25300426	0.3825077
GEMIN2	-0.21071677	0.1985871
GEMIN4	-0.54102622	0.0261929
GEMIN5	-0.14751711	0.5472033
GEMIN6	0.13605747	0.6193684
GEMIN7	-0.19970923	0.5163558
GEMIN8	0.07600827	0.790043
GEN1	-0.1905098	0.1784825
GET4	0.06230349	0.7532442
GFAP	-0.10596189	0.5708875
GFER	0.38278655	0.0731074
GFI1	-0.01870175	0.9428067
GFI1B	-0.08505659	0.6874041
GFM1	0.53616506	0.025943
GFM2	-1.00251164	0.0041939
GFOD1	1.19956342	0.0006393
GFOD2	0.513836	0.1787233
GFPT1	0.38290768	0.167437
GFPT2	0.09879141	0.8559931
GFRA1	-0.20492125	0.1379802
GFRA2	0.11992502	0.7099136
GFRA3	-0.20955735	0.4404972
GFRA4	0.11692471	0.4424356
GGA1	1.2415997	0.0003511
GGA2	-0.43436919	0.0845469
GGA3	0.25008793	0.3129829
GGACT	0.36171813	0.0810707
GGCT	0.00587692	0.990732
GGCX	-0.70752564	0.0037841
GGH	-0.13355246	0.9248076
GGN	-0.09592924	0.684765
GGNBP2	0.29112158	0.1555684
GGPS1	0.35932903	0.1906928
GGT1	0.08581777	0.7942564
GGT5	-0.69458951	0.0573191
GGT6	-0.0310214	0.9194335
GGT7	-0.66872625	0.0070599
GGTA1P	0.48320513	0.0224747
GGTLC1	0.25670377	0.4149118
GGTLC2	0.14922084	0.5290167
GH1	0.25566521	0.0420261
GH2	0.47494584	0.2794416
GHDC	-0.05517435	0.8291704
GHET1	-0.10187754	0.4884579
GHITM	0.18315315	0.2600281
GHR	-0.27374685	0.6954087
GHRH	0.04807511	0.826054
GHRHR	0.20159678	0.477438
GHRL	-0.221696	0.2176647
GHRLOS	-0.15438847	0.5720232
GHSR	-0.17058682	0.2705395
GID4	0.18151899	0.5546237
GID8	0.24875059	0.1388383
GIF	-0.04714975	0.7986725
GIGYF1	-0.68701372	0.036614
GIGYF2	-0.305305	0.0689015
GIMAP1	0.57000379	0.0674678
GIMAP2	0.35011502	0.4598047
GIMAP4	-0.26557655	0.6614285
GIMAP5	0.08851042	0.5749401
GIMAP6	0.20091171	0.7304632
GIMAP7	0.14933596	0.8372421
GIMAP8	-0.62307123	0.0136023
GIN1	-0.20913124	0.4520661
GINM1	-0.22126942	0.2205825
GINS1	0.35376458	0.3440668
GINS2	-0.16007481	0.4414672
GINS3	0.10472431	0.6215416
GINS4	0.45578647	0.0123733
GIP	0.05309272	0.7553794
GIPC1	0.15579653	0.3410011
GIPC2	0.1615653	0.5383235
GIPC3	0.1564496	0.3747839
GIPR	-0.20721278	0.3326144
GIT1	0.20674702	0.4171637
GIT2	-0.46729317	0.1152481
GJA1	-0.24770489	0.23412
GJA10	-0.14486131	0.5075241
GJA3	0.34526477	0.0364822
GJA4	-0.18013487	0.6783246
GJA5	-0.77405291	0.1876911
GJA8	-0.01068668	0.9789308
GJB1	-0.16994949	0.5769774
GJB2	-0.12107372	0.3779598
GJB3	0.31673041	0.26681
GJB4	-0.14813366	0.5731829
GJB5	0.11179733	0.7060289
GJB6	-0.23641901	0.0525866
GJC1	1.18678883	0.0001494
GJC2	0.22039385	0.4857848
GJD2	-0.01393199	0.966262
GJD3	0.17319288	0.3768216
GJD4	-0.08902774	0.7070688
GK	-0.05109334	0.8048311
GK2	-0.06707835	0.8329539
GK3P	-0.05005445	0.826054
GK5	0.33037853	0.2288558
GK6P	-0.05655146	0.7720547
GKAP1	0.60458779	0.0812336
GKN1	0.38983197	0.6560162
GKN2	-0.05775731	0.8342421
GLA	-0.32023725	0.4150287
GLB1L	0.55234385	0.0103587
GLB1L2	0.16834884	0.7277193
GLB1L3	0.22408442	0.469456
GLCCI1	1.20204068	0.0005639
GLCE	0.06351299	0.9022592
GLDC	-0.12120409	0.8632209
GLDN	0.16175938	0.7259635
GLE1	-0.39571437	0.2129718
GLG1	-0.9218401	0.0024667
GLI1	-0.06438551	0.7345355
GLI2	-0.19814005	0.1815822
GLI3	-0.31468411	0.1501418
GLI4	0.0809557	0.5733608
GLIDR	0.53376323	0.1440284
GLIPR1	-1.27747986	0.0955474
GLIPR1L1	0.05598268	0.8552159
GLIPR2	-0.13854251	0.7467149
GLIS1	0.24725766	0.1588008
GLIS2	0.39165163	0.4272522
GLIS3	0.2633246	0.3229515
GLIS3-AS1	-0.05283394	0.8502836
GLMN	-0.23154297	0.2087501
GLMP	0.11886673	0.649486
GLO1	-0.24605064	0.4167809
GLOD4	-0.19514809	0.3176054
GLOD5	-0.05040946	0.8073267
GLP1R	0.12187252	0.4512258
GLP2R	-0.02906809	0.9220348
GLRA1	-0.02667537	0.9041068
GLRA2	0.15296473	0.4522925
GLRA3	-0.29155512	0.0589463
GLRB	-0.07435617	0.6157107
GLRX	0.13288117	0.7789977
GLRX2	0.12800188	0.777841
GLRX3	-0.46049271	0.0418737
GLRX5	0.51158161	0.009548
GLS	-1.21444097	0.0006705
GLS2	-0.16336036	0.2674578
GLT1D1	-0.14473662	0.4871375
GLT8D1	0.30542746	0.1688443
GLT8D2	0.5272942	0.1152714
GLTP	-0.54589386	0.0272764
GLTPD2	-0.02785368	0.9046452
GLTSCR1	0.33009539	0.1299954
GLTSCR1L	-0.04175502	0.9397272
GLTSCR2	0.08242273	0.8140683
GLUD1	-0.27434502	0.0648114
GLUD2	-0.47625646	0.1666439
GLUL	-1.11816045	0.0231765
GLYAT	-0.14730782	0.3948628
GLYATL1	-0.02553287	0.9158324
GLYATL2	0.09899759	0.5984073
GLYCTK	-0.14678326	0.4389107
GLYCTK-AS1	-0.11734643	0.4858585
GLYR1	-0.57482882	0.0182403
GM2A	0.38076839	0.1193984
GMCL1	0.84446383	0.0020278
GMDS	0.19391179	0.2312086
GMDS-AS1	-0.27017059	0.4124748
GMEB1	-0.41652431	0.0404021
GMEB2	0.49624091	0.0217646
GMFB	0.31920051	0.0887483
GMFG	0.23558483	0.5627973
GMIP	0.17074675	0.4899268
GML	-0.08295193	0.7260252
GMNC	-0.05654898	0.8508933
GMNN	-0.21459665	0.6668915
GMPPA	0.09786005	0.7364203
GMPR	0.10552812	0.6562316
GMPR2	-0.15284853	0.4250449
GMPS	0.54826169	0.065068
GNA11	0.54822254	0.0116623
GNA12	-0.49925565	0.099894
GNA13	-1.5872325	0.0061591
GNA14	0.5308114	0.0541942
GNA14-AS1	0.12562022	0.3767183
GNA15	-0.04624271	0.9010991
GNAI1	-0.21587897	0.4852591
GNAI2	0.40962219	0.067172
GNAI3	-0.19701834	0.4041197
GNAL	0.17623172	0.6197051
GNAO1	-0.30977383	0.2844296
GNAQ	0.63652534	0.0132495
GNAS	-0.89914101	0.0056845
GNAS-AS1	-0.1002634	0.5859062
GNAT1	-0.03941011	0.8995014
GNAT2	-0.07470741	0.7705266
GNAT3	-0.02941517	0.9034732
GNAZ	0.03203263	0.8950755
GNB1	-0.76967392	0.0020214
GNB1L	0.30309525	0.0905142
GNB2	-0.09744501	0.5713108
GNB3	0.13620195	0.5369184
GNB4	-0.35510311	0.0654375
GNB5	-0.18393907	0.6182698
GNE	0.55668297	0.1258478
GNG10	0.32449875	0.3366375
GNG11	0.39687891	0.4454136
GNG12	-0.60164043	0.0948041
GNG13	0.04811033	0.875486
GNG2	0.35110007	0.2118145
GNG3	0.2400384	0.1261463
GNG4	-0.17358665	0.5155487
GNG5	0.04341373	0.8771016
GNG7	0.08622155	0.699394
GNG8	0.11926818	0.58796
GNGT1	1.13220432	0.1124562
GNGT2	-0.02950745	0.9258682
GNL1	-0.17045379	0.3757363
GNL2	0.43444624	0.0342118
GNL3	0.01726355	0.9428766
GNL3L	1.51042843	0.0001743
GNLY	-0.13371086	0.9106476
GNMT	0.05578365	0.770035
GNPAT	0.21707287	0.3499466
GNPDA1	0.30150347	0.1278075
GNPDA2	-0.13503171	0.6432259
GNPNAT1	-0.0594306	0.8711145
GNPTAB	0.41848727	0.4021431
GNPTG	0.02295895	0.9337694
GNRH1	-0.50694489	0.013669
GNRH2	-0.09042993	0.7401766
GNRHR	-0.09443393	0.630634
GNRHR2	-0.18182306	0.270494
GNS	0.30644989	0.1872566
GOLGA1	0.44785175	0.0786192
GOLGA2	-0.28960362	0.1803805
GOLGA2P10	0.35413074	0.0536379
GOLGA2P5	0.34550987	0.1187895
GOLGA3	-0.15936451	0.5402881
GOLGA4	0.89235135	0.0068181
GOLGA5	0.1722701	0.5695755
GOLGA6A	-0.1305335	0.4947455
GOLGA6L2	-0.21446734	0.4983255
GOLGA6L6	0.01720481	0.9431316
GOLGA7	-0.72940597	0.0211749
GOLGA7B	-0.17247491	0.4505611
GOLGA8A	-0.31147899	0.0600707
GOLGA8N	-0.34812775	0.3712602
GOLGB1	0.16819563	0.4693452
GOLIM4	-0.73864569	0.0269484
GOLM1	-0.13490877	0.5229022
GOLPH3	0.08743706	0.753983
GOLPH3L	-0.26038265	0.2053342
GOLT1A	0.03305836	0.8982352
GOLT1B	-0.46105442	0.1085626
GON4L	-1.027416	0.0181884
GON7	-0.09375139	0.6698298
GOPC	-0.94368601	0.0038416
GORAB	-0.01241865	0.9750397
GORASP1	0.29624243	0.10559
GORASP2	0.25409641	0.1313979
GOSR1	0.50721655	0.0145239
GOSR2	-0.30413084	0.0307209
GOT1	0.38446941	0.1033354
GOT1L1	-0.1272841	0.5729338
GOT2	-0.01774129	0.9489048
GP1BA	-0.09315552	0.7447083
GP2	0.18018141	0.3173081
GP5	-0.20626493	0.1820701
GP6	0.20127216	0.5088468
GP9	-0.02353115	0.9360881
GPA33	0.05250511	0.7982284
GPAA1	0.40661822	0.1201433
GPALPP1	0.80446382	0.0040178
GPAM	-0.35105109	0.1131296
GPANK1	0.36294327	0.1314871
GPAT2	0.32602105	0.2536494
GPAT3	0.12557349	0.7622071
GPAT4	0.1042634	0.7292239
GPATCH1	0.24301443	0.4065885
GPATCH11	0.18263836	0.1923826
GPATCH2	0.30073414	0.1661654
GPATCH2L	-1.6490032	0.0001463
GPATCH3	-0.00699959	0.9752041
GPATCH4	0.58211917	0.0238413
GPATCH8	-0.72387333	0.0082457
GPBAR1	-0.06816005	0.8626307
GPBP1	0.08759518	0.6388237
GPBP1L1	1.30952958	0.0001003
GPC1	0.08056097	0.7363954
GPC2	-0.33107443	0.111243
GPC3	-1.09548897	0.0036155
GPC4	0.72523565	0.1123978
GPC5	0.08473249	0.5877153
GPC6	-0.26028528	0.2581778
GPCPD1	-0.63035403	0.0143851
GPD1	0.37847452	0.0918229
GPD1L	-0.18432389	0.6194165
GPD2	0.35944958	0.322383
GPER1	0.98235337	0.111366
GPHA2	-0.17501636	0.5413769
GPHB5	-0.02958426	0.9104266
GPHN	0.41741185	0.1601808
GPI	0.29132376	0.2686894
GPIHBP1	0.01566849	0.9714838
GPKOW	0.21583729	0.4354216
GPLD1	0.05978079	0.7053792
GPM6A	-0.25550699	0.1644567
GPM6B	-0.71494484	0.1042472
GPN1	0.1214384	0.6042942
GPN2	0.87859842	0.0013397
GPN3	0.08102121	0.7318285
GPNMB	0.39851923	0.4426015
GPR1	0.7353344	0.0061473
GPR1-AS	0.74581519	0.2496826
GPR101	0.05787601	0.8734317
GPR107	0.45041895	0.1484438
GPR12	0.07449775	0.8320603
GPR132	-0.28875265	0.1484802
GPR135	-0.17416878	0.3202231
GPR137	-0.21959687	0.2626403
GPR137B	0.19276926	0.6728752
GPR137C	0.05075035	0.8492553
GPR141	0.12977238	0.8007052
GPR143	0.04442858	0.8904864
GPR146	0.19086981	0.2866611
GPR15	-0.00354419	0.9914899
GPR150	0.04585433	0.8795666
GPR153	-0.03053903	0.9306245
GPR155	0.87127495	0.0221213
GPR156	-0.01473933	0.9598491
GPR157	1.05034466	0.0009513
GPR158	0.39312759	0.5123825
GPR160	0.26724548	0.4955318
GPR161	0.22072544	0.2098418
GPR162	-0.17244415	0.4236808
GPR17	-0.20514231	0.2696299
GPR171	-0.07317729	0.665883
GPR173	-0.08770866	0.6331851
GPR174	-0.18585782	0.1985242
GPR176	-0.17499175	0.5184149
GPR18	-0.42847032	0.0041564
GPR180	0.3899384	0.0220267
GPR182	-0.18665013	0.3374376
GPR183	0.92467097	0.1774196
GPR19	-0.1307384	0.6431333
GPR20	0.13849631	0.7375783
GPR21	-0.06701126	0.8073601
GPR22	-0.21225967	0.4691689
GPR25	-0.08412557	0.7631531
GPR26	-0.21900568	0.4029636
GPR27	0.19214173	0.6975121
GPR3	0.04164462	0.8476427
GPR31	-0.19481106	0.4678404
GPR32	-0.02109671	0.9351341
GPR34	0.06382447	0.9098718
GPR35	0.04079528	0.8441363
GPR37	0.27293797	0.1511018
GPR37L1	0.16446757	0.3390702
GPR39	-0.03054304	0.9308486
GPR4	0.15730276	0.6299518
GPR45	-0.14887247	0.4249027
GPR50	-0.04956757	0.7930979
GPR52	-0.08381457	0.7649858
GPR55	0.12079053	0.5253095
GPR6	-0.14458303	0.4156388
GPR61	-0.27367473	0.0433683
GPR62	-0.08584423	0.6622507
GPR63	-0.21202869	0.1088694
GPR65	0.16471763	0.6199326
GPR68	0.57753906	0.1136639
GPR75	-0.06703172	0.7973916
GPR78	-0.0932353	0.8197669
GPR82	-0.11901817	0.4171637
GPR83	-0.14798117	0.428672
GPR84	-0.07287015	0.8776726
GPR85	0.12927113	0.6191941
GPR87	-1.11990625	0.0436038
GPR88	-0.04935227	0.7909295
GPR89B	-0.06956807	0.8080199
GPRASP1	0.10229983	0.8277642
GPRC5A	-1.08120946	0.168207
GPRC5B	0.11810966	0.6746148
GPRC5C	0.19230356	0.4492046
GPRC5D	-0.00499191	0.9885068
GPRC6A	0.06143169	0.8795666
GPRIN1	0.157518	0.3107873
GPRIN2	-0.35651446	0.0335838
GPRIN3	-0.16783281	0.45246
GPS1	-0.04012871	0.8508933
GPS2	0.02564936	0.9148961
GPSM1	-0.33209362	0.3753558
GPSM2	0.31110687	0.3523005
GPSM3	-0.16502094	0.3968909
GPT	0.15423756	0.3221863
GPT2	-0.23273378	0.5217539
GPX1	-0.32395678	0.4875491
GPX2	0.02593837	0.9284838
GPX3	-1.5216091	0.0005334
GPX4	-0.03750344	0.9217572
GPX5	-0.08191423	0.6229783
GPX7	0.15682803	0.8285722
GPX8	-0.23995303	0.836538
GRAMD1A	1.02633525	0.0039733
GRAMD1B	0.1824048	0.5472556
GRAMD1C	-0.42323523	0.1249261
GRAMD2	-0.40957928	0.3293229
GRAMD3	1.01231194	0.0272966
GRAMD4	-0.08745484	0.6542778
GRAP	0.10763359	0.7043651
GRAP2	-0.05347848	0.8170398
GRAPL	-0.11264668	0.4763946
GRASP	0.27541199	0.2066324
GRASPOS	-0.09449715	0.5179973
GRB10	0.39915618	0.3281295
GRB14	-0.01828241	0.9839843
GRB2	-0.1472949	0.6650239
GRB7	0.3734829	0.0655331
GREB1	-0.07406826	0.7637627
GREB1L	-0.21358628	0.2913017
GREM1	-0.05012035	0.7676781
GREM2	-2.07293643	0.0242718
GRHL1	-0.63900834	0.1602715
GRHL2	0.1770895	0.5385922
GRHL3	-0.12383213	0.5672821
GRHPR	0.25844746	0.1975539
GRIA1	-0.14200578	0.4080522
GRIA2	-0.07457542	0.6641366
GRIA3	0.10241075	0.672528
GRIA4	-0.08565807	0.5915993
GRID1	0.16313853	0.460161
GRID1-AS1	-0.16430139	0.4284585
GRID2	0.00477595	0.9858647
GRIK1	-0.12620964	0.5040045
GRIK1-AS1	0.04570527	0.8428989
GRIK1-AS2	-0.0988515	0.6994317
GRIK2	-0.17949696	0.2215687
GRIK3	-0.13917336	0.2794416
GRIK4	-0.17016125	0.423541
GRIK5	0.04619627	0.8589133
GRIN1	-0.30845504	0.1461237
GRIN2A	-0.25555782	0.1803908
GRIN2B	-0.20365281	0.3534808
GRIN2C	0.24293337	0.0766695
GRIN2D	0.08672667	0.6494733
GRIN3A	-0.40159535	0.0201336
GRIN3B	0.15500536	0.5267843
GRINA	0.33152714	0.1126963
GRIP1	-0.48612428	0.0752224
GRIP2	0.14259157	0.6485953
GRIPAP1	-0.47759647	0.0124977
GRK1	0.03651156	0.9120988
GRK2	0.15351124	0.6006532
GRK3	-0.26645279	0.1541512
GRK4	-0.09083638	0.5720232
GRK5	-0.47956705	0.1438773
GRK6	0.344767	0.2031576
GRK7	-0.0803307	0.6895167
GRM1	0.10546222	0.6522827
GRM2	0.14473943	0.5635925
GRM3	-0.03299766	0.8851102
GRM4	-0.04372053	0.8477739
GRM5	0.01452832	0.9520584
GRM6	-0.10640097	0.6851123
GRM8	-0.13836613	0.498969
GRN	-0.09575672	0.7930966
GRP	-0.00435429	0.9852738
GRPEL1	0.37576227	0.2212387
GRPEL2	-0.62966633	0.0004797
GRPR	-0.03323064	0.934225
GRSF1	0.17141018	0.5155536
GRTP1	0.55512381	0.0135269
GRTP1-AS1	-0.02432427	0.9102602
GRWD1	0.10862732	0.7287353
GS1-124K5.11	0.57570668	0.0158323
GS1-124K5.4	0.08378243	0.640265
GS1-24F4.2	-0.13058834	0.4174246
GS1-259H13.2	0.6542633	0.1027726
GS1-279B7.1	-0.16466851	0.5943079
GS1-600G8.3	0.10986271	0.7416691
GSAP	0.37071743	0.4080627
GSC	-0.09141369	0.709228
GSC2	-0.00033727	0.9988108
GSDMB	1.33102003	0.0019407
GSDMC	-0.02764439	0.9252619
GSDMD	0.08279991	0.8252292
GSE1	0.3839592	0.1547554
GSG1	-0.13492122	0.3655238
GSG1L	0.11688833	0.7016986
GSG2	0.1508409	0.510079
GSK3A	0.22180042	0.1783336
GSK3B	-0.40492401	0.0231892
GSKIP	0.37242956	0.0703412
GSN	-0.18833943	0.2166938
GSN-AS1	0.05442839	0.763708
GSPT1	0.86523103	0.0076662
GSPT2	-0.31574145	0.5648024
GSR	-0.45049004	0.2640596
GSS	0.3883832	0.0778139
GSTA1	0.08177729	0.7992734
GSTA3	0.14784193	0.8113047
GSTA4	0.47159157	0.2590957
GSTCD	-0.09933061	0.6662248
GSTK1	0.10689812	0.4893187
GSTM1	0.5061806	0.3762072
GSTM2	0.3732255	0.445515
GSTM3	-1.05199479	0.0109207
GSTM4	0.04241114	0.9118821
GSTM5	-0.070789	0.8130465
GSTO1	0.17817392	0.6614285
GSTO2	0.11645355	0.5520714
GSTP1	0.02461033	0.9569266
GSTT1	-0.01456428	0.9320365
GSTT2	0.08945685	0.8506013
GSTTP1	-0.1154705	0.459849
GSTZ1	0.30479603	0.3383421
GSX1	-0.15279198	0.5186974
GSX2	-0.00507874	0.9858573
GTDC1	-0.5419713	0.0620052
GTF2A1	-0.19730105	0.252835
GTF2A1L	-0.07349891	0.717126
GTF2A2	-0.71931925	0.0044996
GTF2B	-0.27853298	0.2539045
GTF2E1	0.3300067	0.2830605
GTF2E2	-0.22999754	0.297994
GTF2F1	-0.41054334	0.2083105
GTF2F2	0.16309128	0.3769609
GTF2H1	0.37217446	0.0930042
GTF2H2B	0.62798933	0.080128
GTF2H3	0.9601572	0.0004763
GTF2H4	-0.46601505	0.0823771
GTF2H5	0.31541309	0.2502766
GTF2I	-0.31507072	0.0841712
GTF2IP12	-0.12649469	0.5045909
GTF2IP20	-0.20743961	0.4929257
GTF2IP7	0.02027664	0.9184227
GTF2IRD1	-0.21325293	0.4751448
GTF2IRD2	0.17713518	0.5773036
GTF2IRD2B	-0.06614675	0.841818
GTF3A	0.4454215	0.1670798
GTF3C1	0.13406754	0.4389942
GTF3C2	-0.46247339	0.1439375
GTF3C2-AS1	0.15489111	0.3735688
GTF3C3	-0.33791461	0.0451317
GTF3C4	-0.15309262	0.3853812
GTF3C5	0.47539062	0.0312521
GTF3C6	-0.026087	0.9471757
GTPBP1	0.333111	0.1051268
GTPBP10	-0.04296465	0.8266488
GTPBP2	0.28358202	0.1250756
GTPBP3	0.05106955	0.8154112
GTPBP4	0.65741348	0.0211749
GTPBP6	0.27713632	0.2086396
GTPBP8	0.18371973	0.452053
GTSE1	0.70380297	0.0043021
GTSE1-AS1	-0.01084037	0.9680917
GTSF1	0.2591302	0.8740834
GTSF1L	0.28797483	0.2935338
GUCA1A	-0.17914943	0.4051315
GUCA1B	0.06295815	0.8556002
GUCA1C	-0.08618517	0.6752981
GUCA2A	-0.09124622	0.9215665
GUCA2B	0.07553468	0.7736379
GUCD1	-0.01109143	0.9758371
GUCY1A2	1.1612502	0.0610094
GUCY1A3	-0.53158512	0.0758389
GUCY1B2	0.10697575	0.7020299
GUCY1B3	-1.24447594	0.0097464
GUCY2C	-0.06363745	0.7448438
GUCY2D	-0.08969521	0.7456303
GUCY2F	0.03910079	0.8753864
GUF1	-0.16143622	0.5379225
GUK1	0.51347476	0.1583597
GULP1	0.61290207	0.0241895
GUSB	0.32321396	0.3937333
GUSBP1	-0.13604798	0.3384108
GUSBP11	-0.17833409	0.2631747
GUSBP2	0.01234345	0.9609524
GUSBP4	-0.06441092	0.7732994
GUSBP5	-0.09174457	0.5510889
GVINP1	-0.11083666	0.649486
GVQW1	-0.04330936	0.84856
GVQW2	-0.01039329	0.9642374
GXYLT1	-1.39005375	0.0002075
GXYLT2	-0.45190458	0.227011
GYG1	0.43020497	0.0554627
GYG2	0.19891729	0.50725
GYPA	-0.04754314	0.7673626
GYPB	-0.15331435	0.3843259
GYPC	-0.57883577	0.1033727
GYPE	-0.14617787	0.3021621
GYS1	-0.41250734	0.1821412
GYS2	0.04929042	0.785658
GZF1	0.13243184	0.4824236
GZMA	0.01918244	0.9627548
GZMB	0.16155415	0.6831391
GZMH	-0.01183	0.9721325
GZMK	-0.24758177	0.3574397
GZMM	-0.10553465	0.6708382
H1F0	0.02175455	0.9645149
H1FNT	-0.20187764	0.4199597
H1FOO	-0.03837619	0.8608162
H1FX	0.17518491	0.6001495
H1FX-AS1	-0.07953758	0.7555995
H2AFJ	-0.30079422	0.2006866
H2AFV	0.45427522	0.0746343
H2AFX	-0.25148988	0.0941872
H2AFY	-0.88436957	0.0053324
H2AFY2	-0.07099962	0.8428493
H2AFZ	0.08451261	0.857594
H2BFM	0.21301293	0.1152431
H2BFS	-0.6061329	0.2024122
H2BFXP	-0.1238286	0.4725471
H3F3A	-0.16741819	0.7153748
H6PD	0.85800838	0.0185314
HAAO	-0.16183472	0.4662502
HAB1	0.33875933	0.054672
HABP2	0.0215148	0.9296555
HABP4	-0.23054542	0.1601808
HACD1	-0.15058241	0.4428068
HACD2	-1.15375639	0.0001982
HACD3	-0.71797152	0.1275024
HACD4	0.44474344	0.3961382
HACE1	0.25552416	0.5950812
HACL1	0.14821548	0.5240418
HADH	0.33267646	0.1410395
HADHA	-0.77903547	0.0014608
HADHAP1	-0.04768271	0.8441363
HADHB	-0.02448883	0.9401382
HAGH	0.23008223	0.4202121
HAGHL	-0.08333016	0.7881399
HAGLR	0.13355384	0.4048853
HAGLROS	-0.30959206	0.0661675
HAL	-0.12075491	0.5144346
HAMP	0.12328458	0.6495886
HAND1	-0.06495714	0.8330849
HAND2	-0.33778195	0.4179798
HAND2-AS1	-0.40833385	0.6155802
HAO1	-0.13314214	0.4633307
HAO2	0.06060538	0.7574975
HAP1	-0.11422339	0.4984993
HAPLN1	1.74752884	0.1133904
HAPLN2	0.0052877	0.9878212
HAPLN3	0.21320743	0.2600281
HAPLN4	-0.09446244	0.7221133
HAR1A	0.05011859	0.7808115
HARBI1	0.18923035	0.4494189
HARS2	-0.05648736	0.862787
HAS1	0.06637773	0.777058
HAS2	-0.49264016	0.0316363
HAS3	-0.27857561	0.1427371
HAT1	0.21425238	0.5058943
