Gene	MayorLynn2011.FC	MayorLynn2011.p
GPX4	1.21	0.44
BAT1	1.13	0.44
ZNF691	1.19	0.44
ALKBH	1.26	0.44
POLRMT	1.1	0.44
RIC8A	1.22	0.44
C7ORF28A	1.21	0.44
TP53RK	1.34	0.44
VAMP3	1.23	0.44
C3ORF40	1.29	0.44
VRK1	1.19	0.44
MFNG	0.9	0.44
FMOD	1.48	0.44
GDPD5	0.96	0.44
COASY	1.69	0.44
NPEPPS	1.27	0.44
PYGB	1.21	0.44
SLC25A43	1.66	0.44
DLGAP4	1.05	0.44
PIK3R4	1.12	0.44
ZCSL3	1.53	0.44
SH3BP5L	1.24	0.44
STEAP3	1.49	0.44
CDCA7	1.52	0.44
ISG20L2	1.32	0.44
REEP1	1.17	0.44
P2RY5	1.28	0.44
SPERT	1.16	0.44
HOXC10	0.82	0.44
H2AFY2	0.79	0.45
DDEFL1	1.11	0.45
EMP3	1.26	0.45
BCL6	0.59	0.45
HERC6	1.33	0.45
LRIG1	1.52	0.45
NKD2	1.55	0.45
RBKS	1.31	0.45
EGR1	1.35	0.45
CAPS	0.88	0.45
SLC2A5	1.68	0.45
CDK10	0.83	0.45
TNFSF15	1.43	0.45
CLOCK	0.86	0.45
NR1H3	0.95	0.45
HSPC159	1.58	0.45
LOC202134	1.03	0.45
UAP1	1.46	0.45
WTIP	1.51	0.45
ULK1	1.11	0.45
DCUN1D4	1.44	0.45
LOC90586	1.31	0.45
DSG2	2.12	0.45
STK36	1.27	0.45
NUBPL	1.35	0.45
C11ORF63	1.71	0.45
FLJ25067	0.77	0.45
FMNL2	1.75	0.45
TSCOT	0.83	0.45
DDR2	1.74	0.45
LAPTM4A	0.93	0.45
CCBP2	0.9	0.45
ALKBH3	2.12	0.45
NR2F1	0.74	0.45
IFT52	1.6	0.45
VAMP8	0.97	0.45
NDUFS4	1.55	0.45
PAXIP1	1.43	0.45
GBP3	1.5	0.45
GPR137B	1.65	0.45
RPRC1	0.98	0.45
AP4S1	1.03	0.45
PDE8A	1.02	0.45
PRSS7	1.42	0.45
PTTG3	1	0.45
CNOT7	1.4	0.45
RICS	1.55	0.45
NADSYN1	1.11	0.45
UCRC	1.28	0.45
HNRPR	0.99	0.45
CCDC28A	1.18	0.45
GLTP	1.1	0.45
CDC40	1.58	0.45
PHIP	1.56	0.45
METAP1	1.27	0.45
FLJ16542	1.61	0.45
RAB9A	1.59	0.45
ATP5G2	1.33	0.45
WAC	1.43	0.45
SNX1	1.5	0.45
NCOA5	1.16	0.45
VPS29	1.23	0.45
KIAA0020	1.41	0.45
APOL2	1.13	0.45
SORBS3	1.44	0.45
PSMD14	1.47	0.45
FAM69B	0.83	0.45
SRRM2	1.29	0.45
KY	1.4	0.45
ASCC3L1	1.5	0.45
ATP5J2	1.2	0.45
CD63	1.05	0.45
C14ORF43	1.35	0.45
DDX54	1.25	0.45
GTF2F2	1.48	0.45
PTPN1	1.07	0.45
CCNG1	1.21	0.45
SUMO2	1.26	0.45
ZXDB	1.38	0.45
RPL19	1.2	0.45
IL27RA	0.78	0.45
KLF8	1.19	0.45
CHMP4B	1.18	0.45
RANBP10	1.35	0.45
HSPC152	1.34	0.45
TMEM128	1.52	0.45
PCBD1	1.44	0.45
LOC132321	1.66	0.45
COBL	1.27	0.45
VBP1	1.48	0.45
DYRK2	1.2	0.45
NAPB	1.32	0.45
CRYL1	1.19	0.45
MAP2K1IP1	1.34	0.45
CUTL1	1.41	0.45
BIRC4	1.46	0.45
CRK	1.38	0.45
DRD4	1.48	0.45
PIK3C2A	1.65	0.45
SULT1A2	0.91	0.45
YIF1B	1.15	0.45
PVRL2	1.02	0.45
SRGN	0.87	0.45
GLIPR1	1.33	0.45
NDRG2	0.84	0.45
NOSTRIN	1.19	0.45
CORO6	1.51	0.45
DACH1	1.14	0.45
MX2	0.66	0.46
FOSB	0.84	0.46
IFI44L	0.74	0.46
GSTM2	0.86	0.46
FLNB	1.07	0.46
SERPING1	1.48	0.46
OPTN	1.47	0.46
DIXDC1	1.37	0.46
RAB32	1.4	0.46
KRT9	1.08	0.46
DCN	1.37	0.46
FLJ10986	1.19	0.46
C10ORF104	1.48	0.46
TPD52L2	1.01	0.46
STC2	1.4	0.46
LOC493869	1.44	0.46
PMM1	1.08	0.46
LOC728489	1.16	0.46
EIF4G3	1.35	0.46
TPCN2	1.19	0.46
USP49	1.28	0.46
NEDD4L	1.68	0.46
MTHFD2L	1.44	0.46
MGC11257	1.52	0.46
DENND4C	1.47	0.46
LANCL1	1.78	0.46
CTHRC1	2	0.46
LOC126295	1.59	0.46
ERN1	1.73	0.46
HLA-DRB3	0.43	0.46
WBP1	1.74	0.46
MET	2.07	0.46
VIL2	0.85	0.46
SUHW4	1.96	0.46
ESPN	0.82	0.46
HMGCS1	1.55	0.46
FLJ40629	1.53	0.46
UFM1	1.76	0.46
ANKRD16	1.52	0.46
CD99L2	0.88	0.46
SMARCAD1	1.73	0.46
GSK3B	0.95	0.46
GTF2H5	1.58	0.46
RAN	1.56	0.46
CENTG3	1.57	0.46
C8ORF52	1.56	0.46
MGC16169	1.48	0.46
SEC22C	1.57	0.46
SNRPB	1.03	0.46
ACTR2	1.43	0.46
ATXN2	1.25	0.46
APOBEC3F	1.09	0.46
USP7	1.26	0.46
SH3GLB1	1.45	0.46
MAEL	1.93	0.46
ANKRD17	1.34	0.46
NUP54	1.49	0.46
ARIH1	1.04	0.46
ZNHIT3	1.37	0.46
C12ORF52	1.28	0.46
TMEM85	1.09	0.46
RPS15	1.2	0.46
TMEM115	0.99	0.46
RIPK1	1.1	0.46
RRS1	1.25	0.46
POLB	1.23	0.46
RHOT1	1.26	0.46
RBM5	1.1	0.46
ALG5	1.37	0.46
FLJ13912	1.05	0.46
CFL1	1.11	0.46
NUP155	1.28	0.46
SLC12A9	1.29	0.46
NUP214	1.17	0.46
UQCRH	1.2	0.46
PRPF18	1.51	0.46
ST5	1.48	0.46
THEM2	1.3	0.46
G10	1.31	0.46
BAZ2B	1.06	0.46
MED4	1.08	0.46
MRPL9	1.18	0.46
MGC42367	1.63	0.46
HNRPA1	1.18	0.46
ARHGAP4	0.92	0.46
ZNF548	1.22	0.46
SH3BGRL3	1.06	0.46
GBP1	1.59	0.46
LRRC1	1.16	0.46
MFN2	1.19	0.46
NT5E	1.08	0.46
RP2	1.92	0.46
NAG8	1.55	0.46
NOL12	1.53	0.46
ERAF	1.3	0.46
CGB	1.21	0.46
FBXO2	0.36	0.47
FBXO6	0.72	0.47
C17ORF75	0.58	0.47
WDR60	0.99	0.47
CENTA1	1.05	0.47
KLF5	1.01	0.47
IFI35	1.15	0.47
KLF11	1.09	0.47
ZFP36L1	1.32	0.47
RAP1B	1.24	0.47
WFS1	0.82	0.47
IMPA1	1.25	0.47
LOC285074	1.18	0.47
RPP40	1.38	0.47
PLEKHA5	1.4	0.47
CCBE1	1.3	0.47
FLJ46309	1.24	0.47
ITR	1.73	0.47
SLC35E1	1.47	0.47
TSPAN10	1.51	0.47
NUCKS1	1.45	0.47
TNFRSF21	1.93	0.47
DBT	1.5	0.47
PRKAB2	1.82	0.47
HLA-DQA1	0.47	0.47
CSS3	1.64	0.47
TM7SF3	1.73	0.47
GTPBP4	1.63	0.47
CYP2R1	1.75	0.47
TOPBP1	1.59	0.47
TTC19	1.75	0.47
CTNNAL1	1.93	0.47
KLHL2	1.69	0.47
C5ORF3	1.5	0.47
AASDHPPT	1.68	0.47
MKI67IP	1.64	0.47
CIAO1	1.42	0.47
USP1	1.47	0.47
TMEM5	1.54	0.47
FLJ20534	1.66	0.47
CTPS	1.79	0.47
MRPS10	1.52	0.47
EDD1	1.53	0.47
CARD10	0.86	0.47
NOL11	1.45	0.47
ASXL1	1.32	0.47
PPAN	1.39	0.47
MEF2D	1.17	0.47
KIAA0495	1.43	0.47
ZNF263	1.13	0.47
ATP6V0E2L	1.56	0.47
C17ORF58	1.16	0.47
KIDINS220	1.59	0.47
MAPBPIP	1.32	0.47
BTBD6	1.25	0.47
FBXW11	1.26	0.47
UBE2G1	1.32	0.47
DDX3X	1.26	0.47
RRBP1	1	0.47
SEPHS2	1.43	0.47
PRKRIR	1.33	0.47
CCDC12	1.16	0.47
RPE	1.39	0.47
GRAMD3	1.31	0.47
GART	1.14	0.47
PTPRA	1.32	0.47
LRRC41	1.07	0.47
YWHAB	1.16	0.47
LAPTM4B	1.41	0.47
PHF1	1.08	0.47
HTR2A	1.34	0.47
BTG3	1.31	0.47
MRPL24	1.28	0.47
ICOSLG	1.09	0.47
PHF5A	1.1	0.47
ORC2L	1.43	0.47
PRUNE	1.15	0.47
TIE1	0.92	0.47
MAPK1	1.13	0.47
PRMT5	1.25	0.47
PPP2R4	1.16	0.47
HYAL3	1.02	0.47
CCNB1	1.15	0.47
SIX5	1.46	0.47
RAPGEF3	0.93	0.47
DGCR2	1.33	0.47
KIAA0090	1.23	0.47
GPC1	1.27	0.47
ARMC7	1.13	0.47
RABL3	1.14	0.47
VDAC1	1.21	0.47
PXMP4	1.09	0.47
RNASEH2A	1.14	0.47
CHEK1	1.19	0.47
BCL6B	1.17	0.47
GYPC	1.22	0.47
NVL	1.26	0.47
ROBO4	0.94	0.47
DUOX1	0.74	0.47
FKBP5	0.75	0.48
RSHL2	1.25	0.48
BHLHB2	1.12	0.48
CHIC2	1.08	0.48
MGC20983	1.04	0.48
RP11-529I10.4	1.14	0.48
POLR1E	1.34	0.48
MRPS18A	1.02	0.48
LRRFIP1	1.65	0.48
PLP2	1.36	0.48
C4ORF34	1.08	0.48
FAM119A	1.42	0.48
KDELR3	1.24	0.48
GJA1	1.55	0.48
FLJ20272	1.2	0.48
SNF1LK	1.64	0.48
JDP2	0.93	0.48
OCIAD2	1.4	0.48
PFKM	1.22	0.48
C8ORF45	1.18	0.48
NEIL2	1.41	0.48
BTBD12	1.17	0.48
CDK5RAP2	1.17	0.48
OSBPL5	1.43	0.48
SLC25A14	1.28	0.48
HSMPP8	1.72	0.48
FAM40B	1.31	0.48
FAHD1	1.56	0.48
N4BP2	1.38	0.48
ODZ3	1.52	0.48
ZNF337	1.59	0.48
TPMT	1.7	0.48
LHX6	0.77	0.48
USP14	2.02	0.48
ARSB	1.52	0.48
RHBDF2	0.89	0.48
TOMM20	1.71	0.48
HDHD2	1.42	0.48
LYSMD1	1.01	0.48
CD47	1.44	0.48
RPAIN	1.43	0.48
ANTXR2	1.54	0.48
PRAMEF5	1.46	0.48
FZD2	1.66	0.48
UBB	1.01	0.48
URG4	0.97	0.48
MASA	1.44	0.48
SMYD3	1.63	0.48
PPP2R2D	1.15	0.48
UBP1	1.44	0.48
RSC1A1	1.5	0.48
SGCE	1.48	0.48
PTTG2	1.32	0.48
HBP1	1.09	0.48
C11ORF56	1.19	0.48
C8ORF33	1.09	0.48
EXOC7	1.09	0.48
SHMT1	1.17	0.48
DDX5	1.3	0.48
ATAD4	1.28	0.48
IDS	1.01	0.48
GLG1	1.1	0.48
SS18L1	1.58	0.48
PTCD2	1.51	0.48
CREBBP	1.13	0.48
LRRFIP2	1.17	0.48
DNAJC7	1.22	0.48
TMEM9	1.34	0.48
CALML4	1.35	0.48
SENP2	1.34	0.48
CRY1	1.23	0.48
FAF1	1.22	0.48
NOLA2	1.19	0.48
C17ORF25	1.19	0.48
PPIE	1.28	0.48
PAFAH2	1.06	0.48
UTP14C	1.31	0.48
TOM1	1.05	0.48
OTUD5	1.34	0.48
CHMP2B	1.33	0.48
NUSAP1	1.23	0.48
NRM	1.12	0.48
RFESD	1.31	0.48
INPP5B	1.27	0.48
FADS3	1.14	0.48
C1QTNF6	1.39	0.48
HN1	1.57	0.48
HSPA12B	0.87	0.48
UBPH	1.08	0.48
TMEM41A	1.29	0.48
GAMT	1.39	0.48
MOSPD3	1.21	0.48
BAGE3	1.36	0.48
BIN3	1.29	0.48
RASGRP3	1.17	0.48
NT5DC3	1.04	0.48
CRIPAK	1.29	0.48
C7	1.04	0.48
DHRS9	1.03	0.49
NCKIPSD	1.06	0.49
PLCD1	1.38	0.49
LOC389286	0.56	0.49
LGALS1	1.35	0.49
BBS2	1.18	0.49
NFX1	1.38	0.49
TCEAL4	1.38	0.49
COL5A2	1.39	0.49
TGFBI	1.51	0.49
DKFZP564K142	1.24	0.49
SLC41A3	0.98	0.49
HSPC268	1.52	0.49
FYN	1.31	0.49
C14ORF28	1.58	0.49
SF3A3	1.08	0.49
PTK7	1.34	0.49
LHFPL2	1.61	0.49
C3ORF14	1.64	0.49
CSPG2	1.63	0.49
AMT	1.52	0.49
YAF2	1.39	0.49
HSD17B12	1.43	0.49
MBOAT2	1.69	0.49
DKFZP686A01247	0.72	0.49
RRN3	1.78	0.49
AARSL	1.58	0.49
SRGAP2	1.73	0.49
LOC219854	1.7	0.49
DAPK1	0.87	0.49
PEX7	1.88	0.49
TNS4	1.61	0.49
CIR	1.61	0.49
ACTR1A	0.88	0.49
FAM59A	1.74	0.49
REV1L	1.6	0.49
PLK1	0.95	0.49
DKFZP761E198	1.52	0.49
C14ORF129	1.62	0.49
ECHDC2	1.62	0.49
DEK	1.65	0.49
C3ORF37	1.03	0.49
TSEN2	2.01	0.49
SIAHBP1	0.96	0.49
KIAA1285	0.89	0.49
QDPR	1.44	0.49
NULP1	0.99	0.49
ZNF618	1.32	0.49
ZNF511	1.23	0.49
VLDLR	1.59	0.49
EFHD2	1.36	0.49
ZNF174	1.01	0.49
ITGAE	1.54	0.49
DMAP1	1.18	0.49
RPL7A	1.08	0.49
USP15	1.47	0.49
RPL27	1.18	0.49
MAP4K4	1.39	0.49
SMARCAL1	1.25	0.49
HOMER3	1.34	0.49
PPOX	1.17	0.49
ZNF655	1.15	0.49
PPP2CA	1.33	0.49
ZMPSTE24	1.23	0.49
PINX1	1.23	0.49
ISCU	1.16	0.49
GLE1L	1.26	0.49
C20ORF72	1.42	0.49
C19ORF7	1.03	0.49
MED8	1.25	0.49
C19ORF37	1.07	0.49
KIAA2026	1.63	0.49
WDR70	1.18	0.49
WDR71	1.24	0.49
SEH1L	1.5	0.49
BAG5	1.43	0.49
KIAA1012	1.26	0.49
MAGMAS	1.37	0.49
HCFC1	1.08	0.49
DAP3	1.17	0.49
HIP1	0.86	0.49
ACTN2	1.17	0.49
CAPN1	1.2	0.49
RPS5	1.19	0.49
RPL26	1.38	0.49
H1FX	1.45	0.49
SERPINH1	1.5	0.49
GLRB	1.37	0.49
KIAA1539	1.37	0.49
COG7	1.17	0.49
FLJ20718	1.49	0.49
FASN	1.15	0.49
FAM113A	1.53	0.49
LIPG	1.22	0.49
KCNK17	2.29	0.49
LOC401357	1.35	0.49
MUC20	1.69	0.49
C15ORF48	1.33	0.49
LRRN1	0.94	0.49
KRTHA4	0.43	0.5
TMEM91	0.87	0.5
LRRC37B	1.09	0.5
VPS13C	0.84	0.5
DARS	1.15	0.5
DHRS7	1.47	0.5
LRP3	1.21	0.5
ATG12	0.86	0.5
RGL1	1.34	0.5
PABPC1	1.42	0.5
KIAA1826	1.56	0.5
BRP44L	1.37	0.5
DCLRE1C	1.07	0.5
EHBP1	1.61	0.5
SPATS2	1.49	0.5
DCBLD2	1.58	0.5
SYAP1	1.24	0.5
MGC4825	1.69	0.5
MBNL2	1.5	0.5
ABLIM3	1.32	0.5
TAF13	0.57	0.5
TMEM126B	1.43	0.5
SPRY2	1.28	0.5
IBRDC1	1.61	0.5
SPN	1.33	0.5
SYNJ2BP	1.33	0.5
CRABP2	1.63	0.5
SH3D19	1.78	0.5
ANKRD6	1.7	0.5
C12ORF23	1.62	0.5
C9ORF103	1.91	0.5
PKD1	1.8	0.5
HLA-DMA	0.68	0.5
TRIB3	1.54	0.5
KIAA0528	1.69	0.5
CCPG1	1.76	0.5
CCDC53	1.9	0.5
CTSO	1.86	0.5
CCDC34	1.61	0.5
SNX2	1.8	0.5
BPHL	1.62	0.5
POLA2	0.89	0.5
SMAD5	1.54	0.5
TGOLN2	0.91	0.5
CHES1	1.63	0.5
CDC2L5	1	0.5
MGC14376	1.52	0.5
LOC113444	1.42	0.5
GNL3	1.53	0.5
CD58	1.67	0.5
SERP1	1.6	0.5
VDP	1.39	0.5
SELS	1.06	0.5
GPX1	1.13	0.5
FLJ20674	1.31	0.5
ALDH18A1	1.32	0.5
PITX1	1.6	0.5
RNMT	1.39	0.5
ARMET	1.35	0.5
MAP3K7	1.38	0.5
TGFBR2	1.44	0.5
MMS19L	1.1	0.5
KPNA4	1.26	0.5
M-RIP	1.03	0.5
ZNF508	1.29	0.5
ANKRD33	1.26	0.5
CTNS	1.29	0.5
TCEA2	1.3	0.5
WDR1	1.16	0.5
CPD	1.19	0.5
MRPL41	1.38	0.5
MTMR3	1.1	0.5
SC5DL	1.77	0.5
NPHP3	2.05	0.5
JTV1	1.22	0.5
NXT1	1.25	0.5
SUPT5H	1.12	0.5
SEC61B	1.38	0.5
ARNT	1.15	0.5
C1ORF142	1.23	0.5
CD2BP2	1.12	0.5
NDUFAB1	1.25	0.5
HSPB8	1.04	0.5
ST3GAL6	1.37	0.5
GNA15	1.39	0.5
GTF3C3	1.31	0.5
PSMD12	1.28	0.5
TCEB2	1.18	0.5
SLC26A11	1.08	0.5
RGS12	1.19	0.5
SNX5	1.29	0.5
ZNF7	1.33	0.5
M6PRBP1	1.09	0.5
CAPNS1	1.11	0.5
USP34	1.49	0.5
FLJ38451	1.01	0.5
C3ORF38	1.36	0.5
PPP2R2B	1.32	0.5
RFC2	1.1	0.5
ICAM2	1.24	0.5
PLEKHF1	1.01	0.5
TBC1D23	1.36	0.5
ANAPC10	1.36	0.5
MGC18079	1.16	0.5
FLJ23191	1.37	0.5
STAM2	1.4	0.5
THAP6	1.42	0.5
FAM50B	1.42	0.5
SHANK3	0.97	0.5
OLFML1	1.22	0.5
GM2A	1.18	0.5
ADAMTS3	1.22	0.5
CRYBB2	1.2	0.5
APOLD1	1.07	0.5
ARNT2	0.39	0.51
ERRFI1	0.97	0.51
PIM2	1.17	0.51
PDGFRA	1.22	0.51
TBC1D2	1.03	0.51
TMEM79	1.09	0.51
MTP18	0.88	0.51
SH3TC1	1.11	0.51
ACSL3	1.48	0.51
NCOA1	1.24	0.51
C14ORF153	1.32	0.51
PRDM4	1.08	0.51
STX2	1.32	0.51
FGA	1.49	0.51
PET112L	1.19	0.51
TMEM103	1.08	0.51
ITGA1	1.26	0.51
AP4B1	1.29	0.51
TOMM34	1.3	0.51
PCID1	1.47	0.51
MYADM	1.52	0.51
RSPRY1	1.23	0.51
DENR	1.2	0.51
ZNF532	1.4	0.51
C4BPB	1.9	0.51
TACSTD2	1.72	0.51
LSDP5	1.29	0.51
CHN2	1.56	0.51
ANGPTL2	1.66	0.51
CRI1	1.66	0.51
VWF	0.6	0.51
XPO4	1.71	0.51
PRNP	1.76	0.51
C3ORF58	2.26	0.51
ANAPC4	1.7	0.51
FOXC1	1.51	0.51
ANKRD28	1.76	0.51
C8ORF70	1.72	0.51
RAB3IL1	1.64	0.51
MGC16028	1.44	0.51
PPP1R16B	0.68	0.51
STIM2	1.43	0.51
OTUD6B	1.55	0.51
SFRS7	1.47	0.51
SAE1	0.98	0.51
C5ORF5	1.49	0.51
MKRN2	1.46	0.51
C1ORF115	0.98	0.51
ZFP161	1.36	0.51
PLEKHA6	0.87	0.51
SUCLG1	1.04	0.51
HNRPH3	1.62	0.51
RBMS2	1.01	0.51
NUTF2	1.34	0.51
GENX-3414	1.69	0.51
XPNPEP1	1.21	0.51
NIF3L1	1.28	0.51
FLJ22104	1.03	0.51
ADNP	1.09	0.51
ATF1	1.56	0.51
PITRM1	1.37	0.51
YARS2	1.26	0.51
PHC1	1.13	0.51
SNRPD3	1.34	0.51
NGLY1	1.53	0.51
USP48	1.45	0.51
MED28	1.16	0.51
ANAPC11	1.18	0.51
PPP2R5A	1.2	0.51
CSF1R	1.01	0.51
HSPA9B	1.28	0.51
FLJ10081	1.17	0.51
MRPS7	1.21	0.51
WDR4	1.17	0.51
PPCS	1.39	0.51
EIF4EBP2	1.11	0.51
EIF2C3	1.27	0.51
MAD2L1BP	1.17	0.51
VPS26B	1.11	0.51
CBARA1	1.27	0.51
DKFZP564B147	1.38	0.51
POP5	1.18	0.51
C9ORF156	1.15	0.51
TBPL1	1.26	0.51
HNRPK	1.3	0.51
PREI3	1.13	0.51
SLC39A11	1.49	0.51
RGL2	1.25	0.51
C9ORF37	1.21	0.51
STAP2	1.4	0.51
C3ORF21	1.32	0.51
NUP93	1.21	0.51
C20ORF191	1.33	0.51
IPO4	1.11	0.51
MGC24381	1.12	0.51
SESN1	1.28	0.51
AQP6	1.13	0.51
NOTCH2	1.37	0.51
TSC22D1	1.28	0.51
EBF	1.14	0.51
PIP5K1C	1.38	0.51
ACP5	1.18	0.51
SLC35B2	1.38	0.51
TRPV6	1.16	0.51
LOC196463	1.03	0.51
TTYH3	0.99	0.51
CYGB	1.24	0.51
LOC728269	1.22	0.51
RP1-32F7.2	0.16	0.51
ENPP1	0.74	0.52
ADAM9	0.89	0.52
PDGFC	1.64	0.52
MBNL1	1.28	0.52
NRBP2	1.41	0.52
ISG20L1	0.9	0.52
PARP12	1.31	0.52
PHF17	1.39	0.52
PKP1	1.47	0.52
ZNF573	1.15	0.52
JMJD1A	1.43	0.52
SVIL	1.37	0.52
MGEA5	1.29	0.52
AVPI1	1.31	0.52
RAB22A	1.55	0.52
ADD3	1.41	0.52
NXN	1.16	0.52
CUL4A	1.27	0.52
SLC27A3	1.15	0.52
ZNF627	1.48	0.52
MGC10992	1.24	0.52
RABGGTB	1.6	0.52
SOX4	1.52	0.52
PKP2	1.8	0.52
MRAS	1.51	0.52
ZNF426	1.97	0.52
PKN2	1.48	0.52
DUSP23	1.61	0.52
NEK1	1.8	0.52
CHD6	1.49	0.52
AASDH	1.66	0.52
RTKN	1.53	0.52
ZNF545	1.59	0.52
MRPS36	1.64	0.52
MAP3K2	1.84	0.52
IRF1	0.9	0.52
PCDH17	2.29	0.52
BCS1L	1.49	0.52
ALS2CR13	1.63	0.52
UNC84A	1.5	0.52
IQCC	1.5	0.52
TGDS	1.65	0.52
NPIP	1.73	0.52
LOC129138	1.43	0.52
CPSF3	1.4	0.52
OBFC1	1.52	0.52
ANGEL2	1.53	0.52
CNO	1.47	0.52
SUZ12	1.3	0.52
FLJ21945	1.43	0.52
DUS2L	1.06	0.52
SF3B14	1.56	0.52
ITPR2	1.49	0.52
CIC	1.42	0.52
UPF3A	1.51	0.52
JARID1B	1.06	0.52
NIPBL	1.37	0.52
KLHDC4	1.33	0.52
USP26	1.03	0.52
STAU1	1.09	0.52
SURF6	1.16	0.52
SCOC	1.65	0.52
FLJ10374	1.09	0.52
NEDD8	1.18	0.52
PACS2	1.33	0.52
CASP2	1.14	0.52
EEF1B2	1.2	0.52
CLPP	1.1	0.52
EMG1	1.06	0.52
CSRP2BP	1.47	0.52
MRPS23	1.24	0.52
C10ORF42	1.26	0.52
NTAN1	1.42	0.52
RPL35A	1.14	0.52
TAF1C	1.2	0.52
C3ORF39	1.38	0.52
BCL9	1.23	0.52
NRAS	1.13	0.52
SEMA4B	1.04	0.52
PPRC1	1.25	0.52
CLIC1	1.16	0.52
PAFAH1B1	1.35	0.52
ZDHHC1	1.17	0.52
POMGNT1	1.09	0.52
PEX5	1.22	0.52
STYXL1	1.22	0.52
PPIA	1.3	0.52
MGC4172	1.22	0.52
C12ORF43	0.94	0.52
ZNF434	1.19	0.52
SPCS3	1.54	0.52
HRAS	1.29	0.52
DYNLT1	1.33	0.52
BAK1	1.33	0.52
CLDN14	1.11	0.52
NPEPL1	1.35	0.52
DHX8	1.02	0.52
MYO1D	1.26	0.52
APH1A	1.24	0.52
SLC27A1	1.25	0.52
TRIM24	1.3	0.52
YME1L1	1.35	0.52
GIT1	1.2	0.52
DIO3	1.31	0.52
GBP4	1.04	0.52
GPR124	1.2	0.52
GIMAP8	1.01	0.52
KIAA1912	1.36	0.52
AHDC1	1.22	0.52
TMEM119	1.15	0.52
CDC14B	1.41	0.52
CGB7	1.15	0.52
FSTL3	0.56	0.53
SLC25A37	0.74	0.53
NBPF9	0.72	0.53
PBEF1	0.95	0.53
PREPL	1.05	0.53
CD82	1.2	0.53
FN1	1.71	0.53
C15ORF17	1.13	0.53
P15RS	1.22	0.53
NFE2L1	1.01	0.53
WSB2	1.42	0.53
NAB1	1.38	0.53
HPRT1	1.41	0.53
CHST3	1.17	0.53
ANKRD25	1.43	0.53
CEP27	1.12	0.53
ATPBD1B	1.17	0.53
S100A13	1.23	0.53
PRO1853	1.37	0.53
BIRC2	1.42	0.53
ALKBH8	1.3	0.53
SNAPC4	1.29	0.53
RAB33B	1.41	0.53
GM632	1.34	0.53
ZNF529	1.52	0.53
HBB	0.67	0.53
NIPA1	0.65	0.53
FLJ10916	1.73	0.53
C8ORF32	1.73	0.53
MDP-1	1.61	0.53
C1QDC1	2.16	0.53
ZNF12	1.72	0.53
BHLHB9	1.67	0.53
SLBP	1.5	0.53
SDSL	1.74	0.53
DPAGT1	0.93	0.53
MR1	1.53	0.53
MTERFD1	1.54	0.53
CAB39	1.5	0.53
HINT1	1.53	0.53
CARD11	0.92	0.53
STIL	1.43	0.53
UHRF2	1.53	0.53
AFF4	1.87	0.53
PRPSAP2	1.39	0.53
RHBDF1	1.05	0.53
RNPEP	1.01	0.53
LSM14B	1.03	0.53
FARS2	1	0.53
PQLC1	1.26	0.53
CRKRS	0.98	0.53
COL4A2	0.9	0.53
NUP107	1.27	0.53
ICAM3	1.06	0.53
SCFD1	1.49	0.53
ABCF1	1.11	0.53
TOR1AIP1	1.48	0.53
DDX19A	1.09	0.53
HK1	1.03	0.53
C14ORF92	1.28	0.53
KCNG1	1	0.53
RPS14	1.24	0.53
ACVR1	1.18	0.53
PSMA1	1.18	0.53
EIF3S3	1.36	0.53
KIAA1600	1.31	0.53
RFWD3	1.13	0.53
SDF2L1	1.01	0.53
DYM	1.34	0.53
ACYP2	1.48	0.53
DKC1	1.15	0.53
DZIP1L	1.2	0.53
KIF3B	1.37	0.53
CGGBP1	1.16	0.53
QTRTD1	1.26	0.53
XPR1	1.22	0.53
SEC24A	1.43	0.53
COX5A	1.26	0.53
FLJ36070	1.35	0.53
MARK3	1.3	0.53
FLJ20628	1.35	0.53
GOLPH3L	1.39	0.53
PTPRB	0.81	0.53
RGS10	1.39	0.53
C9ORF40	1.25	0.53
C1ORF155	1.17	0.53
CLEC2D	0.97	0.53
WDR26	1.72	0.53
COMMD10	1.29	0.53
TRIM38	1.4	0.53
DNAJC19	1.5	0.53
CBFB	1.31	0.53
SPTAN1	1.28	0.53
DNAJB14	1.3	0.53
SLC19A3	1.1	0.53
MYH11	1	0.53
COL5A3	1.65	0.53
ALAS2	0.66	0.53
ELA2	1.04	0.53
MAL	0.83	0.54
C8ORF4	1.05	0.54
NOS1AP	0.95	0.54
SP110	1.12	0.54
NEDD9	1.13	0.54
ANLN	1.41	0.54
ST6GALNAC2	1.1	0.54
SPA17	1.05	0.54
ZNF275	1.39	0.54
CAV2	1.23	0.54
IL1R1	1.36	0.54
ABR	1.06	0.54
TDRD1	1.21	0.54
CMPK	1.52	0.54
DTWD2	1.1	0.54
SUCLG2	1.3	0.54
RAXL1	1.09	0.54
PIGX	1.14	0.54
PLEKHG4	1.28	0.54
STCH	1.32	0.54
EPRS	1.36	0.54
PARP4	1.43	0.54
C20ORF177	1.88	0.54
CBR3	1.79	0.54
ZNF721	1.7	0.54
AGPAT4	1.79	0.54
C6ORF170	1.44	0.54
CARHSP1	0.72	0.54
IPP	1.48	0.54
FLJ90396	1.87	0.54
SNX25	1.72	0.54
FLJ20054	1.6	0.54
LOC653490	1.75	0.54
RPLP2	0.84	0.54
SEL1L	1.68	0.54
DKFZP586I1420	1.84	0.54
