Gene	Ackerman2015.log2FC	Ackerman2015.padj
GAS2L3	-0.217903631	0.946056562
SLC2A13	-0.21789715	0.752896915
FHAD1	-0.217887942	0.925618311
ZNF292	-0.217870676	0.744584074
GLRA2	-0.217837069	NA
OR2A4	-0.217806952	0.946095196
RMDN1	-0.217755478	0.48420657
RPS21	-0.217669508	0.578705947
HSBP1	-0.217639035	0.619152265
GEMIN7	-0.217480136	0.801004668
PTK6	-0.217446841	0.911635068
GPR65	-0.217338852	0.786157843
DDR2	-0.217335978	0.856744806
ANKAR	-0.21730895	0.690477205
RFC3	-0.217276774	0.875923422
SYNC	-0.217269482	0.866621511
VSTM5	-0.217245905	0.94784214
CCDC137	-0.217093559	0.772290774
ABCB10	-0.216963601	0.492508347
POC1B	-0.216957092	0.804763408
AEN	-0.216891564	0.71370804
FKBP7	-0.216888197	0.907705586
CTNNBIP1	-0.216844945	0.733660132
CLEC9A	-0.21673059	NA
CACNG8	-0.216668502	0.725259119
HEYL	-0.216351155	0.901615803
GOLGA8B	-0.216326551	0.921772443
ILDR1	-0.216296409	0.907705586
SNRPE	-0.216283535	0.752896915
SCOC	-0.216227667	0.483453294
MMP20	-0.216174673	NA
LMO1	-0.216125268	NA
PPM1H	-0.216042017	0.854690363
LIG1	-0.21600695	0.62386679
CDRT1	-0.215956398	0.951781945
CEP44	-0.215942467	0.686137468
CCNYL1	-0.215716738	0.833451836
PLAC9	-0.215482562	0.901269588
IARS	-0.215394426	0.631335693
SLC25A17	-0.215364509	0.735728699
UNC5CL	-0.215321052	0.928220606
TUSC3	-0.215309087	0.67520699
CR2	-0.215294636	NA
ZNF274	-0.215181828	0.65281104
MEOX2	-0.215171618	0.874901105
SUN3	-0.215161983	0.907705586
NAT6	-0.215156862	0.907705586
ACOX2	-0.2150955	0.881284597
PXMP2	-0.214894975	0.894752941
PTPRB	-0.21468085	0.746833553
YWHAH	-0.214667679	0.65281104
KIF1A	-0.214551236	NA
USP50	-0.214507835	0.938793569
LGALS1	-0.214502527	0.750228644
KRT15	-0.214489237	0.921772443
CHMP2B	-0.214480586	0.750937126
TOMM20L	-0.214480357	NA
WDR89	-0.214355445	0.717712385
SLC13A1	-0.214291591	NA
FES	-0.21414428	0.741842074
TESC	-0.213990325	0.879162426
EOGT	-0.213791871	0.758663561
LYPLAL1	-0.213760525	0.820348993
C8orf76	-0.213631892	0.892599141
CCDC115	-0.213624884	0.699774031
NAE1	-0.213609208	0.689603528
C2orf76	-0.213562176	0.920108557
POLR2H	-0.213558752	0.741842074
NRSN2	-0.213492693	0.854690363
KATNAL1	-0.213418841	0.741842074
CYP3A43	-0.213366138	0.943647551
KLHL10	-0.213312825	NA
PRRG4	-0.213307774	0.708730814
C2CD2	-0.213115611	0.783928965
KIF3A	-0.213054602	0.805550854
CNTNAP1	-0.213049199	0.904233865
TROAP	-0.213045352	0.924053486
LRIF1	-0.212889988	0.826681764
ATF1	-0.212826908	0.622466596
MASP1	-0.212818979	0.928220606
TXNDC9	-0.21280375	0.528111214
ADAM21	-0.212776352	NA
TEKT4	-0.21274704	0.941744964
SOCS6	-0.212709871	0.697730068
C10orf25	-0.21265928	0.863614483
TMEM61	-0.21263051	NA
SPRY4	-0.212605342	0.797183417
NUP50	-0.212510172	0.807934173
RSRC1	-0.212507036	0.784438256
FAN1	-0.212458514	0.715957252
TMTC4	-0.212446598	0.834085175
CLN8	-0.21236738	0.637384033
TLR9	-0.212339907	NA
ITGAX	-0.212252585	0.846230111
CXCL16	-0.21224416	0.781780515
GPR110	-0.212240384	0.933690788
TAPBP	-0.212235046	0.797059701
ZNF700	-0.21219157	0.676992267
CEP135	-0.212105004	0.572829247
TMEM60	-0.212081202	0.844444107
CD200R1	-0.212073534	0.883625399
B3GALT2	-0.211979845	NA
CAAP1	-0.211953948	0.703443214
TMEM126A	-0.211848057	0.834085175
CLEC12B	-0.211773936	NA
TRIM62	-0.211760151	0.725259119
NOTCH1	-0.211751667	0.859042792
ZBTB14	-0.211631078	0.696596126
HBM	-0.211624967	0.945400131
RNF182	-0.211613816	0.948937731
STIM2	-0.211573521	0.725259119
NARF	-0.211569925	0.801004668
FUT8	-0.211472273	0.295333601
TRPC5OS	-0.211366512	NA
POLI	-0.211321615	0.690602837
USP9X	-0.211289891	0.717712385
TMEM173	-0.211275651	0.781780515
ALG10B	-0.211239146	0.806098543
TRPV2	-0.211203141	0.669217394
C6orf1	-0.21113298	0.851313261
FZD3	-0.211011114	0.770873614
GMFG	-0.210814797	0.791145618
PSG5	-0.210767349	0.900743575
TRPM4	-0.210738145	0.879688404
TMEM182	-0.210732817	0.928220606
KREMEN2	-0.210681997	NA
LRRN4	-0.210595421	NA
FANCB	-0.210352876	0.834085175
RNF138	-0.210333799	0.827790035
GOLGA7	-0.210223629	0.499093829
ANKRD27	-0.210205897	0.810452599
LYRM4	-0.210053685	0.797107919
KIAA0513	-0.209977928	0.813648966
SLC9A3R1	-0.209568982	0.834768946
SEPSECS	-0.209537484	0.783928965
S1PR3	-0.20951136	0.826966669
LPCAT2	-0.209427878	0.875923422
ACRC	-0.209411216	0.884734865
HFE	-0.209312234	0.854690363
ZNF250	-0.209161667	0.622831857
TM7SF3	-0.209119816	0.607310079
RPP40	-0.209102631	0.902257929
LRP12	-0.2089604	0.860143606
ASB1	-0.208881634	0.715359808
BTBD7	-0.208757747	0.743367731
AIRE	-0.208699903	NA
ZNF431	-0.208646846	0.752896915
PLK4	-0.208606393	0.863614483
OPRD1	-0.208353629	NA
CLDN15	-0.208192694	0.74239255
ZNF558	-0.208097163	0.749680218
RNF32	-0.208057932	NA
ITGB7	-0.20800408	0.956399383
C19orf73	-0.207848749	NA
ZBED5	-0.207847166	0.420921557
C11orf74	-0.207700857	0.901912869
ADSL	-0.207687802	0.652999602
WRAP73	-0.207638096	0.849986061
CARD8	-0.207609846	0.494910358
FAM35A	-0.207460489	0.813648966
SCGB3A2	-0.207208736	NA
ADPGK	-0.207189858	NA
KIF9	-0.207152205	0.907427072
AUTS2	-0.20715214	0.834768946
RUSC1	-0.207041203	0.735728699
PARP8	-0.206927668	0.838886394
TUBA1A	-0.206839499	0.697730068
ZNF692	-0.206792381	0.754402551
ERBB2IP	-0.206771911	0.806615022
THNSL1	-0.206676264	0.852290622
CLDN10	-0.206636076	0.897272976
GNPAT	-0.206586351	0.834976683
FNDC1	-0.206562713	0.962195248
TYW3	-0.206532697	0.741842074
OGFOD1	-0.20638445	0.622831857
PIP4K2A	-0.206369703	0.771105151
FUZ	-0.206368532	0.78906843
FAM217B	-0.206320127	0.691786453
CD58	-0.206293882	0.844460868
SPC25	-0.206256855	0.689603528
CENPL	-0.206242495	0.874901105
NEO1	-0.206237621	0.930315274
VILL	-0.20623405	0.860687516
ZBTB4	-0.206192201	0.818552049
BRCA2	-0.206186207	0.81550074
FFAR3	-0.20602272	NA
NCAPG2	-0.205962619	0.719438278
ARHGAP26	-0.205940415	0.73142254
XRRA1	-0.205885249	0.939096979
MRPL19	-0.205869907	0.722550161
SCNN1D	-0.205761411	0.944128685
KBTBD11	-0.205584839	0.943323799
C1orf116	-0.205506502	NA
GNAL	-0.205377099	0.916432077
LURAP1L	-0.205300098	0.857790126
FAM173B	-0.205286427	0.829147681
CDKN2D	-0.205281555	0.883625399
IL31RA	-0.205244332	0.895933356
ABCB11	-0.205239805	NA
XCL2	-0.205118224	NA
PCMTD2	-0.205078926	0.393139175
SYNJ2BP	-0.205046766	0.567638226
BGLAP	-0.205033564	NA
HCFC1R1	-0.205022123	0.805550854
OR52N2	-0.204912354	NA
SAGE1	-0.204912354	NA
KRT2	-0.204912354	NA
CA14	-0.204912354	NA
FREM3	-0.204912354	NA
SEC14L6	-0.204912354	NA
UGT2B4	-0.204912354	NA
TFF3	-0.204912354	NA
OR4X2	-0.204912354	NA
KCNQ2	-0.204912354	NA
ETFA	-0.20489306	0.492516286
ANKH	-0.204835484	0.781780515
TNNC2	-0.204773709	NA
UXS1	-0.204677451	0.566635463
AMY2B	-0.204638595	0.836493241
KCNIP1	-0.204572597	NA
TRMT10C	-0.204526176	0.815324139
RBM43	-0.204483574	0.691512807
NAPEPLD	-0.204163239	0.725259119
NOMO3	-0.204149329	0.960228073
RPH3AL	-0.204122366	0.854690363
LGALS9C	-0.203976374	NA
EDEM1	-0.203975838	0.688430105
SKA3	-0.203917086	0.911635068
PHKG1	-0.203839626	0.911635068
IGSF9	-0.203812245	0.933690788
LRRC46	-0.203800178	NA
CUL7	-0.203780068	0.859400761
LTA4H	-0.203730014	0.664879086
TRHDE	-0.20370025	NA
DNAJB9	-0.203318262	0.842168148
PCDHB7	-0.203230552	NA
THEGL	-0.203177402	NA
ZMYM6NB	-0.203114311	0.851781981
IL5RA	-0.203054126	NA
ZNF530	-0.203047855	0.84530673
ZNF333	-0.202955383	0.723756255
CHKB	-0.202875331	0.901912869
PCDH15	-0.202834355	NA
FRS2	-0.202600462	0.686439418
ANKRD7	-0.202536242	NA
PAMR1	-0.202493728	0.881245136
ADCY6	-0.2023875	0.259665449
SPOPL	-0.202331632	0.612133134
VAMP4	-0.202250441	0.750259356
C12orf66	-0.202194201	0.889892835
MTMR8	-0.202141795	0.914309031
HHEX	-0.202018329	0.849986061
HMGB1	-0.201934166	0.810452599
ARSE	-0.201890464	NA
SYNPO2	-0.201885703	0.907661336
GPR156	-0.201878488	0.921499763
GPRIN2	-0.20168374	NA
FAM84A	-0.201664553	0.890297087
OSGIN1	-0.201653708	0.956975227
HELB	-0.201640876	0.904233865
KIF2A	-0.201519386	0.85621068
FUNDC1	-0.201470912	0.860143606
ZNF423	-0.201427925	0.897272976
LIN9	-0.201360435	0.883625399
LRIG1	-0.201314566	0.894946502
ZNF611	-0.201279778	0.58695646
TMEM95	-0.201262879	NA
RGS7BP	-0.201256155	NA
RNF7	-0.201206455	0.740040048
PTK7	-0.201109124	0.657100142
LRP5L	-0.201038557	0.940834784
ALS2CL	-0.200959066	0.85621068
MTFR1L	-0.200948095	0.59962681
MFSD11	-0.200824183	0.517876361
MUSTN1	-0.200800772	NA
TYK2	-0.200619767	0.700328223
KIAA0226	-0.200618624	0.570117646
TNFRSF14	-0.200595323	0.858349261
SP140L	-0.200528415	0.786852379
SLC25A12	-0.200488476	0.781780515
LIPN	-0.200305318	NA
CHSY1	-0.200254873	0.804763408
POU6F2	-0.200202324	0.929848533
ISL2	-0.200182387	NA
TMC3	-0.2000998	0.95871249
RGL3	-0.200026453	0.842168148
FAM149B1	-0.20001866	0.694592793
OR56A4	-0.199998914	NA
ARL9	-0.199903603	NA
TMEM30A	-0.199840105	0.635807822
PLCL2	-0.199742048	0.883245688
NUDT1	-0.199733839	0.911326243
TUBB	-0.199695253	0.696596126
TRDMT1	-0.19960587	0.813648966
SLC35A1	-0.199536754	0.691418015
ZNF519	-0.199383959	0.897272976
KIAA1210	-0.199259163	0.923361492
GINS2	-0.199257496	0.907227113
U2AF1L4	-0.199210491	0.781780515
COL4A1	-0.19919408	0.702866523
GRM5	-0.199173268	NA
NUTF2	-0.199138695	0.696598757
SETD4	-0.199129353	0.784869914
MORC4	-0.199071078	0.200610656
PCDH12	-0.199038708	0.719438278
C7orf71	-0.199023775	NA
ABHD1	-0.199023775	NA
SIM2	-0.199023775	NA
TINAG	-0.199023775	NA
FAM205A	-0.199023775	NA
SLC32A1	-0.199023775	NA
TEX19	-0.199023775	NA
SLC22A16	-0.198876379	NA
TMEM17	-0.198772467	0.888685384
CEP70	-0.198771329	0.891354256
SVOP	-0.198752909	0.925618311
MAP2	-0.198745445	0.941334501
PLXND1	-0.198684243	0.791519283
FAM3C	-0.198674251	0.781780515
TM4SF19	-0.198542282	NA
PPFIBP2	-0.198484105	0.85621068
FAM210B	-0.198435313	0.79817362
MTHFD1L	-0.198312091	0.833723379
SPSB4	-0.198202062	NA
NXPE3	-0.198195285	0.717712385
ZFP69B	-0.198087958	0.953195963
ULBP2	-0.198039824	NA
SENP7	-0.198003554	0.790592842
ZNF528	-0.197944367	0.85621068
ZNF253	-0.197820131	0.728296859
LRRN2	-0.197810953	NA
ZNF32	-0.197650406	0.862118451
CYB5B	-0.197615831	0.665945795
ZMYND19	-0.197527903	0.809118336
TM4SF20	-0.197335092	NA
PARVB	-0.197146539	0.797183417
TFEB	-0.197141716	0.641845177
LY6E	-0.197087574	0.801004668
MPV17	-0.197006982	0.698127914
KRBA2	-0.196966674	0.810452599
NDUFAF4	-0.196921639	0.85376796
QTRTD1	-0.196902851	0.725259119
NEURL1B	-0.196709785	0.875923422
FASTKD3	-0.196693002	0.876365431
CACNA2D1	-0.19658219	0.893541264
GSTA2	-0.196446754	NA
STAC2	-0.196387251	0.897272976
GPR63	-0.196384142	0.957391999
CERS3	-0.196274031	NA
DYNLL2	-0.196188869	0.797107919
FAM210A	-0.196171975	0.584697097
ARHGEF38	-0.196136007	0.948937731
OLFML2A	-0.196135235	0.897168837
NBEA	-0.196126017	0.942585408
IPO8	-0.195883502	0.671692017
RNASE2	-0.195880345	NA
TOMM20	-0.195693726	0.405424245
GPC3	-0.195672426	0.870088455
SEC61A2	-0.19561817	0.821003604
RBX1	-0.195614037	0.741842074
ADAM18	-0.195548885	NA
RPL31	-0.195496416	0.695213113
XPO6	-0.195424025	0.522238013
CACUL1	-0.195380023	0.401231914
PSMA3	-0.195363007	0.622831857
YARS2	-0.195331317	0.696596126
TRNT1	-0.195297559	0.475184071
TBC1D7	-0.195266738	0.849986061
ABCG8	-0.195119416	NA
GPR123	-0.195119416	NA
OTOR	-0.195119416	NA
GPR151	-0.195119416	NA
ACTL7B	-0.195119416	NA
SPANXD	-0.195119416	NA
CYLC2	-0.195095044	NA
SLC45A2	-0.194963951	NA
APIP	-0.19494209	0.805550854
C8orf86	-0.194893674	0.895933356
ALDH4A1	-0.194628082	0.768568942
HPS3	-0.194594664	0.70374941
EIF2B3	-0.194555564	0.863614483
NHLRC1	-0.194551127	0.944662255
SLFN5	-0.194445495	0.852270402
KCNN1	-0.194404309	NA
EVC2	-0.194128783	0.932149649
MGAT4A	-0.194111271	0.628421228
FAM102A	-0.193981246	0.863614483
ASCL4	-0.193979592	NA
RANBP6	-0.193887695	0.612133134
MRAP	-0.193870615	NA
C1QTNF9B-AS1	-0.193736197	NA
SIGLECL1	-0.193736197	NA
CYP4Z1	-0.193736197	NA
CLCA4	-0.193736197	NA
LRRC3B	-0.193736197	NA
SORCS3	-0.193736197	NA
C1orf64	-0.193736197	NA
SYT14	-0.193736197	NA
HAO1	-0.193736197	NA
CLCN4	-0.193666786	0.891354256
SNX10	-0.193562561	0.870505702
TFCP2L1	-0.193343326	0.864978161
ZNF829	-0.193275837	0.704527723
STXBP4	-0.193257076	0.874901105
WDR16	-0.19325279	NA
TTPA	-0.193241319	0.932149649
CCNH	-0.193022913	0.718092166
SPIB	-0.193003939	0.859400761
PLBD1	-0.192787846	0.778954662
WASF1	-0.192737277	0.942585408
FRMD3	-0.192700167	0.898307646
MLLT6	-0.19265949	0.697730068
DDX60L	-0.192640826	0.875923422
EPHB3	-0.192612665	0.834085175
FAHD2B	-0.19257964	0.962939828
CYP1A2	-0.192537822	0.820798173
METAP1	-0.192522352	0.805550854
L3HYPDH	-0.19245797	0.846230111
PCDHA1	-0.192319879	NA
SRD5A2	-0.192319879	NA
ALOX12B	-0.192319879	NA
KRT37	-0.192319879	NA
POM121L2	-0.192319879	NA
LRIT1	-0.192319879	NA
LCN15	-0.192319879	NA
DLX2	-0.192319879	NA
KCNMB2	-0.192319879	NA
DUOXA2	-0.192319879	NA
C1orf146	-0.192319879	NA
NLRP9	-0.192319879	NA
CD1A	-0.192319879	NA
IQCF3	-0.192319879	NA
KIR2DL3	-0.192319879	NA
CD1E	-0.192319879	NA
HRNR	-0.192319879	NA
ARHGAP21	-0.192301914	0.629493597
TNIP3	-0.192166177	0.947383629
EPHA7	-0.192101769	0.966518029
POC5	-0.192064558	0.836231621
NMRK1	-0.19204647	0.857790126
NSUN6	-0.191992407	0.740894353
MVB12B	-0.191957555	0.750013146
HIST1H1T	-0.191913419	0.932149649
BAMBI	-0.19190743	0.907227113
RRN3	-0.191886469	0.813648966
SRC	-0.191870681	0.901615803
SLC35F2	-0.191829565	0.901615803
ARL6	-0.191792747	0.909296512
OBP2B	-0.191778749	NA
SH3KBP1	-0.19163892	0.631335693
RIT2	-0.191633231	NA
ZNF705D	-0.191616343	NA
HHATL	-0.191458462	NA
SPOCD1	-0.191420758	NA
KCNJ11	-0.191370016	0.875923422
PIGA	-0.191361473	0.842380756
TBC1D13	-0.1911886	0.694033183
PLK3	-0.191166641	0.894752941
CHCHD6	-0.191153364	0.942585408
GYG1	-0.190962457	0.752414936
LRFN3	-0.190907301	0.940378543
IDO2	-0.190856739	0.897272976
RAB33B	-0.19063468	0.752896915
EPB41L5	-0.190552729	0.797107919
LTB4R2	-0.190475345	0.933690788
FBXO25	-0.190288271	0.726564836
EFNA4	-0.190278562	0.897272976
RAMP2	-0.190260186	0.810097975
SRR	-0.190242183	0.916375712
DNAL1	-0.190216352	0.741335965
ATRIP	-0.190167336	0.741842074
NICN1	-0.189998832	0.725259119
ASAH2B	-0.189942277	NA
GTPBP3	-0.189924656	0.829015501
FCGR3B	-0.189783473	0.897272976
VHLL	-0.189767223	NA
FKBP9	-0.189723226	0.697730068
RPSA	-0.189709563	0.804763408
FCAMR	-0.189672749	NA
HNF4A	-0.189672749	NA
SP9	-0.189672749	NA
KRTAP5-3	-0.189672749	NA
RXFP2	-0.189672749	NA
SBSN	-0.189672749	NA
KCNJ4	-0.189672749	NA
BOD1L2	-0.189672749	NA
KRTAP5-1	-0.189672749	NA
ALX1	-0.189672749	NA
FAM101B	-0.18950545	0.872876197
C15orf61	-0.189422542	0.942585408
SLC6A4	-0.189336644	0.816550801
UGT3A1	-0.189262011	NA
SLC25A13	-0.189025819	0.622831857
RAB40B	-0.18898873	0.932149649
CNTNAP3B	-0.188783113	0.941744964
RASSF9	-0.188679066	0.967515219
SH2D7	-0.188652015	0.941056205
ZNF75A	-0.188636129	0.684138196
MUC6	-0.188613467	NA
APOBEC3B	-0.188503651	NA
EPPIN	-0.188409309	0.893985879
RNF208	-0.188388458	NA
ZNF100	-0.188344667	0.90170617
CKMT1A	-0.188228159	0.941744964
MROH2B	-0.188213265	NA
SYCP1	-0.188213265	NA
ZIC1	-0.188213265	NA
PNOC	-0.188213265	NA
C15orf32	-0.188213265	NA
HOXD13	-0.188213265	NA
FAM150A	-0.188213265	NA
KRTAP8-1	-0.188213265	NA
C11orf87	-0.188213265	NA
ATP6V1G3	-0.188213265	NA
KRTAP7-1	-0.188213265	NA
SLC34A1	-0.188213265	NA
LCE1F	-0.188213265	NA
LANCL1	-0.188197654	0.8020455
PEX1	-0.18807546	0.717712385
CAPN11	-0.188056071	NA
SPDL1	-0.188037121	0.85440557
HEPACAM	-0.187995866	NA
ANXA1	-0.187909836	0.849986061
GLYATL1	-0.187834802	NA
RGS2	-0.187784869	0.852775757
BCAT2	-0.187658124	0.898307646
GOT2	-0.187648655	0.741842074
GDPD1	-0.187644859	0.883625399
HSD17B2	-0.187566027	0.845058439
TICAM2	-0.187425956	0.967354614
CPAMD8	-0.187406982	0.911361533
CEP152	-0.187353826	0.819551504
C1orf159	-0.187345925	0.878952849
ITPR3	-0.187294443	0.935788786
CSAD	-0.187293313	0.807934173
XAF1	-0.187258892	0.71370804
ASGR2	-0.187232627	NA
FOXC1	-0.187230159	0.911361533
ADAM20	-0.187208451	0.863614483
PROSC	-0.187200164	0.749680218
LGALS13	-0.187159904	0.894077833
HIST1H2BM	-0.187159312	0.933690788
ELK4	-0.187158687	0.570920985
TRIM7	-0.187146185	0.948736265
ZNF726	-0.187105691	0.932149649
GJC1	-0.187056283	0.854690363
AGAP1	-0.187017193	0.785613079
SNX16	-0.187003032	0.921523396
PLA2G4D	-0.186832061	NA
ZNF174	-0.186736824	0.854690363
KANK2	-0.186726763	0.830019193
PLEKHH3	-0.18657635	0.861404193
SORL1	-0.186524644	0.897272976
MPL	-0.18646048	0.93746439
GTF2H5	-0.186404516	0.813648966
ZNF212	-0.186358404	0.854690363
CACNA2D2	-0.18624729	0.953195963
CCSER2	-0.186243095	0.376958708
ATP5G1	-0.186222282	0.800774432
ATP11B	-0.186051471	0.83033747
CCNC	-0.186010234	0.71370804
ABCB7	-0.185992052	0.670913453
PIP5K1B	-0.185966106	0.899440072
STRA6	-0.185962463	0.783928965
VANGL1	-0.185905818	0.870252708
C6orf62	-0.185904853	0.520703479
LAT2	-0.185869741	0.881284597
CLSPN	-0.185811621	0.741842074
LEPREL2	-0.185788735	0.926187363
TAX1BP3	-0.185711679	NA
MRPL28	-0.185660276	0.779557836
ORAI2	-0.185571616	0.780395062
PPP3CC	-0.185521356	0.741842074
RSAD1	-0.185505396	0.733688032
C3orf70	-0.185419483	0.741842074
TMEM86A	-0.185401074	0.879080223
LAMA3	-0.185384662	0.962195248
HMGCL	-0.185346028	0.752896915
ABHD11	-0.185310503	0.512125377
SEC61B	-0.185271425	0.697068531
NMI	-0.185268843	0.874901105
C10orf91	-0.185233615	NA
MAGEE1	-0.185104796	NA
SSNA1	-0.185024605	0.85440557
STARD4	-0.1849784	0.859786811
LRRC4	-0.18490421	0.881503382
LRRC40	-0.184814083	0.724450993
C2CD3	-0.184805519	0.938793569
SPCS3	-0.184789515	0.691318861
ITGA3	-0.184707493	0.839604551
TRAT1	-0.184640744	NA
CD8A	-0.184640566	NA
TMEM181	-0.184625825	0.218065215
HCRTR2	-0.18459682	NA
SLC7A1	-0.184525634	0.961411213
ASTE1	-0.184426269	0.942585408
ZNF790	-0.184281815	0.810452599
TAF7	-0.184247819	0.606400276
CENPF	-0.184177037	0.893985879
GPR39	-0.184117599	NA
PFKM	-0.184107183	0.809118336
TMEM154	-0.184084968	0.879615121
TRIM31	-0.183751325	NA
PUS7L	-0.183724854	0.695038707
GPATCH4	-0.1837226	0.879618021
ZNF879	-0.183672706	0.856744806
C12orf54	-0.183627777	NA
ZNF541	-0.183536681	NA
A2M	-0.18353426	0.754402551
TMEM254	-0.183156448	0.752896915
PTGES3	-0.183103562	0.137357295
HOXA4	-0.183052611	NA
B3GALT1	-0.183052611	NA
PRSS33	-0.183052611	NA
NDST4	-0.183052611	NA
CHAD	-0.183052611	NA
GJB6	-0.183052611	NA
CHIA	-0.183052611	NA
PRDM12	-0.183052611	NA
PIWIL1	-0.183052611	NA
S100A7A	-0.183052611	NA
CCDC15	-0.183034355	0.901912869
MAT2B	-0.182954817	0.509079527
GEN1	-0.182939389	0.907227113
SLC22A5	-0.182907219	0.716794961
SCRN2	-0.182839383	0.829726495
GSDMB	-0.182804743	0.899440072
PHGDH	-0.182772101	0.932149649
ETS1	-0.182611888	0.781780515
TBC1D19	-0.182503915	0.864634776
TNFSF13B	-0.182396015	0.918015589
KCNRG	-0.182296645	0.941334501
KLF17	-0.182284671	NA
B3GNT9	-0.18222646	0.859786811
DTWD1	-0.181988215	0.843811837
GPC2	-0.18183952	0.966234776
GCSAML	-0.181817982	NA
GRIP1	-0.181621542	0.842054954
STEAP1	-0.181521957	NA
LBX1	-0.181519683	NA
ALDH3A1	-0.181519683	NA
GPHA2	-0.181519683	NA
OR6K6	-0.181519683	NA
CLCA1	-0.181519683	NA
OLFM3	-0.181519683	NA
CCR9	-0.181519683	NA
OR52M1	-0.181519683	NA
PRG3	-0.181519683	NA
KRTAP13-1	-0.181519683	NA
CCDC81	-0.181515955	0.948376322
SLC4A3	-0.181404806	0.907227113
LCORL	-0.18137856	0.741842074
ZBP1	-0.181372286	0.942585408
MAN2A1	-0.181351949	0.812716836
KIAA1324L	-0.181241806	0.840652556
COL28A1	-0.181206339	0.942585408
NSMCE4A	-0.181134205	0.742194672
QPCTL	-0.181094561	0.85621068
C7orf65	-0.180913713	0.933690788
ALPL	-0.180883821	0.947850007
SOX18	-0.180852624	0.93764308
LRRC38	-0.180839106	NA
FSCN2	-0.18081093	NA
MILR1	-0.180780361	0.901813664
TXNRD2	-0.180774957	0.781557989
UQCRQ	-0.180772122	0.806516409
RRM2B	-0.180686558	0.801691628
ACAP2	-0.180652501	0.429022226
KIAA1586	-0.180628222	0.826681764
MAGI3	-0.180528758	0.702532255
PTGR2	-0.180450292	0.847106622
PCDHA3	-0.180425024	NA
FAM212B	-0.180420724	0.92015415
MAGOHB	-0.180410875	0.870151018
ETV6	-0.180394056	0.834085175
BCAN	-0.180372335	NA
KLLN	-0.18036639	0.906862952
ADCY2	-0.180248501	0.934853794
CPED1	-0.180000232	0.893541264
OR52N4	-0.179968912	NA
NOTCH4	-0.17981601	0.861017428
ZNF600	-0.179791243	0.810452599
MSANTD4	-0.179721957	0.805805667
PSMD10	-0.179680326	0.705128712
GCOM1	-0.179615772	0.942585408
ZIK1	-0.179388875	0.907705586
GRHL3	-0.179366466	0.933776742
MTX3	-0.179341183	0.597024187
RAP2C	-0.17932874	0.363250033
DNAJA4	-0.179140194	0.934344576
AP5S1	-0.179120719	0.807934173
FGFR1OP2	-0.179103395	0.480900834
FAM92A1	-0.17906727	0.874901105
UBE3D	-0.178951349	0.922225887
DNAH12	-0.178749265	NA
ADCY9	-0.178734196	0.824660617
MTFR1	-0.178719055	0.695222679
MTERFD1	-0.178663838	0.781780515
AGER	-0.178628064	0.892175372
SLC20A1	-0.178569463	0.857432639
MINA	-0.178461156	0.761643693
C1orf229	-0.178448963	0.911635068
ZDHHC2	-0.178421183	0.907228751
ST7	-0.178377205	0.784438256
GNAT2	-0.178281118	NA
DLL1	-0.178208532	0.938074863
CASD1	-0.178207591	0.801004668
ETV4	-0.178177224	0.857790126
CTPS2	-0.178130748	0.807830967
KAT2A	-0.178101014	0.716794961
WBP1	-0.178071442	0.942585408
AGMO	-0.177892296	0.889794858
ZNF671	-0.177884335	0.842168148
HS3ST1	-0.177883337	NA
SORBS1	-0.177782191	0.597024187
MYL6B	-0.177712369	0.889807995
SGTB	-0.17766057	0.871791603
B4GALT2	-0.177602676	0.856744806
FAM129C	-0.177497345	NA
CXCR6	-0.177466222	0.943323799
C11orf45	-0.177381528	0.934853794
SLC5A12	-0.177346718	0.951063613
LRCH1	-0.177332762	0.721873792
OSGEPL1	-0.177310774	0.907705586
C11orf80	-0.177288607	0.883625399
SEC23IP	-0.177268101	0.741842074
TICRR	-0.177257424	0.925599924
APLF	-0.177087214	0.854690363
TTLL13	-0.177007399	NA
C12orf61	-0.176859122	NA
MAFA	-0.176820786	0.953177934
TAPBPL	-0.176727355	0.910355372
NTPCR	-0.176654481	0.865176052
MZB1	-0.176643586	NA
CLCNKB	-0.1766175	NA
SHKBP1	-0.176473949	0.901269588
ZSWIM2	-0.176451864	0.943323799
SLC25A40	-0.176412564	0.820348993
RAI14	-0.176371637	0.902257929
ADRBK2	-0.176366962	0.875923422
P2RY10	-0.176252601	NA
SH3GL3	-0.176204775	NA
ANKS6	-0.176058217	0.897272976
EDA2R	-0.176057581	0.907705586
FAM171A2	-0.176034463	0.970338405
PICALM	-0.176014563	0.637384033
UBE2B	-0.175945889	0.577935018
PANK1	-0.175740054	0.861017428
OSTF1	-0.175603383	0.697068531
LGALS12	-0.175502607	NA
TECRL	-0.175481635	NA
OR4N4	-0.175481635	NA
KCNA2	-0.175481635	NA
SIRPG	-0.175481635	NA
CRLF2	-0.175481635	NA
OR13G1	-0.175481635	NA
RGS7	-0.175481635	NA
MESP1	-0.175481635	NA
UGT2B10	-0.175481635	NA
SPTLC2	-0.175447428	0.717712385
ARL11	-0.175404707	0.849986061
FUT11	-0.175226902	0.763514828
FRS3	-0.175168461	0.907705586
PPM1F	-0.175164157	0.7703353
PGLYRP4	-0.175035341	NA
PDGFRB	-0.175007358	0.894077833
RPH3A	-0.174960875	NA
